Rk,Player,Gls/90,Season,Age,Nation,Team,Comp,MP,Min,90s,Starts,Subs,unSub,Gls/90,Ast,G+A,G-PK,PK,PKatt,PKm,Pos
1386,Tomás Palacios,0,2024-2025,21,ar ARG,2 Teams,it Serie A,10,457,5.1,5,5,23,0,0,0,0,0,0,0,DF
1387,Lewis Holtby,0,2024-2025,33,de GER,Holstein Kiel,de Bundesliga,25,1238,13.8,13,12,1,0,0.1,0.1,0,0,0,0,MF
1388,Jarell Quansah,0,2024-2025,21,eng ENG,Liverpool,eng Premier League,13,495,5.5,4,9,25,0,0,0,0,0,0,0,DF
1389,Mathías Olivera,0,2024-2025,26,uy URU,Napoli,it Serie A,32,2370,26.3,26,6,1,0,0.1,0.1,0,0,0,0,DF
1390,Malang Sarr,0,2024-2025,25,fr FRA,Lens,fr Ligue 1,21,1385,15.4,15,6,13,0,0,0,0,0,0,0,DF
1391,Juan Bernat,0,2024-2025,31,es ESP,2 Teams,es La Liga,24,911,10.1,10,14,10,0,0.2,0.2,0,0,0,0,"DF,MF"
1392,Maxime Bernauer,0,2024-2025,26,fr FRA,Saint-Étienne,fr Ligue 1,11,763,8.5,9,2,1,0,0,0,0,0,0,0,DF
1393,Obite N'Dicka,0,2024-2025,24,ci CIV,Roma,it Serie A,38,3420,38,38,0,0,0,0,0,0,0,0,0,DF
1394,Jon Pacheco,0,2024-2025,23,es ESP,Real Sociedad,es La Liga,14,854,9.5,9,5,15,0,0,0,0,0,0,0,DF
1395,Ben Davies,0,2024-2025,31,wls WAL,Tottenham,eng Premier League,17,1331,14.8,14,3,7,0,0,0,0,0,0,0,DF
1396,Maximilian Bauer,0,2024-2025,24,de GER,Augsburg,de Bundesliga,11,658,7.3,8,3,7,0,0,0,0,0,0,0,DF
1397,Danilo D'Ambrosio,0,2024-2025,35,it ITA,Monza,it Serie A,20,1095,12.2,12,8,6,0,0.1,0.1,0,0,0,0,DF
1398,Benjamin Pavard,0,2024-2025,28,fr FRA,Inter,it Serie A,23,1584,17.6,18,5,8,0,0.1,0.1,0,0,0,0,DF
1399,Jorginho,0,2024-2025,32,it ITA,Arsenal,eng Premier League,15,704,7.8,9,6,19,0,0,0,0,0,0,0,MF
1400,Dimitri Foulquier,0,2024-2025,31,fr FRA,Valencia,es La Liga,32,2299,25.5,25,7,1,0,0,0,0,0,0,0,DF
,,,,,,,,,,,,,,,,,,,,,
