,,,,,,,,Playing Time,,,,,,Performance,,,,,,,Total,,,,,,,,,,Short,,,Medium,,,Long,,,
1379,Christoph Baumgartner,23.5,2024-2025,24,at AUT,RB Leipzig,de Bundesliga,31,1610,17.9,18,13,1,0.1,0.1,0.2,0.1,0,0,0,23.5,34.5,68.2,1.1,2.2,0.9,0.1,3,353.9,101.1,12.4,16,77.6,7.7,10.7,72.3,1.6,3,53.7,MF
1380,Noni Madueke,23.5,2024-2025,22,eng ENG,Chelsea,eng Premier League,32,2033,22.6,27,5,1,0.3,0.1,0.4,0.3,0,0,0,23.5,30.3,77.4,1.4,0.7,1.5,0.4,3.1,341.1,82,14.4,16.7,86.2,7.3,9.5,76.3,1,1.8,53.7,FW
1381,Loum Tchaouna,23.5,2024-2025,20,fr FRA,Lazio,it Serie A,24,660,7.3,6,18,13,0.1,0,0.1,0.1,0,0,0,23.5,33.7,69.6,1.4,1.2,1.1,0.1,2.7,352.1,77.3,13.9,16.6,83.6,7.2,10.4,69.7,1.5,4,37.9,"FW,MF"
1382,Mohamed Haj,23.4,2024-2025,19,tn TUN,Parma,it Serie A,15,453,5,3,12,22,0.2,0.4,0.6,0.2,0,0,0,23.4,30,78.1,1.8,2.4,1.2,0.6,2.6,344.9,107.5,10.9,12.9,84.6,8.5,10.3,82.7,1.4,2.8,50,MF
1383,Gonçalo Guedes,23.4,2024-2025,27,pt POR,Wolves,eng Premier League,29,995,11.1,10,19,4,0.2,0.4,0.5,0.2,0,0,0,23.4,31.6,74.2,1.3,1.6,1.5,0.5,3.6,379.3,95.9,12.4,14.3,86.7,8.8,11.6,75.8,1.5,3.2,48.6,"MF,FW"
1384,Marcus Rashford,23.4,2024-2025,26,eng ENG,2 Teams,eng Premier League,25,1422,15.8,16,9,1,0.4,0.2,0.6,0.3,0.1,0.1,0,23.4,32.1,73,1.8,0.9,1.6,0.6,2.2,334.2,83.2,14.9,17.6,84.5,5.8,8.4,69.7,1.5,3.4,43.4,"FW,MF"
1385,Emmanuel Gyasi,23.4,2024-2025,30,gh GHA,Empoli,it Serie A,37,3217,35.7,37,0,0,0.1,0,0.1,0.1,0,0,0,23.4,30.3,77.1,0.5,1.2,0.6,0.2,1.5,360.4,132.4,12.6,14.7,85.9,8.7,10.8,80.1,1.4,2.6,52.7,"DF,FW"
1386,Suat Serdar,23.4,2024-2025,27,de GER,Hellas Verona,it Serie A,22,1376,15.3,16,6,0,0.1,0.1,0.2,0.1,0,0,0,23.4,31.2,74.8,0.7,3.1,0.3,0.1,3.7,384.5,110.7,11.4,13.7,83.3,8.9,11.1,80.5,2.1,3.4,61.5,MF
1387,Andrea Colpani,23.3,2024-2025,25,it ITA,Fiorentina,it Serie A,25,1450,16.1,18,7,2,0.1,0.1,0.2,0.1,0,0,0,23.3,28.9,80.7,1.1,1.2,0.9,0.1,3.5,366.6,74.9,13.3,14.3,93,7.9,9.9,79.9,1.6,3.4,48.1,"FW,MF"
1388,Yassin Belkhdim,23.3,2024-2025,22,fr FRA,Angers,fr Ligue 1,29,1523,16.9,16,13,4,0.1,0.1,0.1,0.1,0,0,0,23.3,28.8,80.9,0.3,1.6,0.2,0.1,2.2,352.4,83,12.8,14.1,90.4,8.8,10.6,83.2,1.2,2,58.8,MF
1389,Alexis Claude-Maurice,23.2,2024-2025,26,fr FRA,Augsburg,de Bundesliga,28,2109,23.4,25,3,3,0.4,0.1,0.5,0.4,0,0,0,23.2,28,82.9,0.9,1.6,0.9,0.2,2.6,350.5,60.2,12.5,14.6,85.4,8.7,9.8,89.5,1.3,1.9,70.5,"MF,FW"
1390,Rani Khedira,23.1,2024-2025,30,de GER,Union Berlin,de Bundesliga,32,2723,30.3,31,1,1,0,0,0.1,0,0,0,0,23.1,31.4,73.7,0.4,2.2,0.3,0.1,2.6,329.2,105.6,13.4,15.8,84.5,7.5,9.8,77,1,2.6,38.8,MF
1391,Lennard Maloney,23.1,2024-2025,24,us USA,2 Teams,de Bundesliga,16,786,8.7,10,6,10,0,0,0,0,0,0,0,23.1,32.6,70.9,0.1,1.4,0.1,0,1.6,442.7,146.2,8.7,11,79.2,11.1,13.5,82.2,2.9,6.1,47.2,MF
1392,Grigoris Kastanos,23.1,2024-2025,26,cy CYP,Hellas Verona,it Serie A,27,872,9.7,8,19,11,0.1,0.1,0.2,0.1,0,0,0,23.1,33.3,69.3,1.2,3.1,0.7,0.1,3.5,388.8,133,11.6,14.8,78.3,7.6,10.5,72.5,2.8,5.4,51.9,"MF,FW"
1393,Donny van de Beek,23.1,2024-2025,27,nl NED,Girona,es La Liga,26,1421,15.8,16,10,6,0.1,0.1,0.3,0.1,0,0,0,23.1,28.3,81.7,1.1,1.3,0.7,0,2.9,333.5,66.9,13.7,15.3,89.3,7.6,9.3,81.6,1,1.5,66.7,MF
1394,Dani de Wit,23.1,2024-2025,26,nl NED,Bochum,de Bundesliga,28,1153,12.8,11,17,5,0.2,0.1,0.2,0.2,0,0,0,23.1,32.1,72,0.8,1.9,0.4,0.2,2.6,318.8,86.2,13.7,17.6,77.8,6.6,9,73.9,1.1,1.8,60.9,"MF,FW"
1395,Gabriel Jesus,23.1,2024-2025,27,br BRA,Arsenal,eng Premier League,17,608,6.8,6,11,1,0.4,0,0.4,0.4,0,0,0,23.1,30,76.8,1.2,1.5,1.3,0.1,2.8,300.5,56,15.2,18.9,80.5,6.1,7,87.2,0.6,0.9,66.7,FW
1396,Enric Franquesa,23.1,2024-2025,27,es ESP,Leganés,es La Liga,12,616,6.8,7,5,1,0.1,0,0.1,0.1,0,0,0,23.1,32.9,70.2,0.3,0.7,0.3,0.3,1.8,367.2,146.7,10.4,12.9,80.7,10.1,13.6,74.2,1.6,3.8,42.3,"DF,FW"
1397,Antoine Semenyo,23.1,2024-2025,24,gh GHA,Bournemouth,eng Premier League,37,3203,35.6,36,1,0,0.3,0.1,0.4,0.3,0,0,0,23.1,31.4,73.4,1.3,1.4,1.3,0.2,3.1,328,81.9,14.1,16.5,85.5,7.1,9.4,75.4,1,2.7,38.1,FW
1398,Ángel Correa,23,2024-2025,29,ar ARG,Atlético Madrid,es La Liga,31,805,8.9,3,28,3,0.4,0.1,0.6,0.4,0,0,0,23,31.3,73.6,1.6,2.1,1.1,0.1,2.8,301.5,83.3,14.5,17.6,82.8,5.6,7.6,73.5,1,2.1,47.4,"FW,MF"
1399,Jack Clarke,23,2024-2025,23,eng ENG,Ipswich Town,eng Premier League,32,1181,13.1,12,20,3,0,0.3,0.3,0,0,0,0,23,29.9,76.8,2.1,2.1,0.7,0,3.4,376.6,94.6,11.5,13.2,87.3,10,11.7,85.6,1.2,2.4,51.6,"FW,MF"
1400,Gianluca Gaetano,23,2024-2025,24,it ITA,2 Teams,it Serie A,28,1009,11.2,8,20,7,0.2,0.4,0.5,0.2,0,0,0,23,31.8,72.3,2,2.4,1.2,0,3.7,376.3,105.4,12.2,15.3,79.7,7.2,10.1,71.7,2.8,4.1,67.4,"MF,FW"
