,,,,,,,,Playing Time,,,,,,Performance,,,,,,,Total,,,,,,,,,,Short,,,Medium,,,Long,,,
692,Luca Netz,39.8,2024-2025,21,de GER,Gladbach,de Bundesliga,24,969,10.8,8,16,3,0,0.2,0.2,0,0,0,0,39.8,49,81.1,1.5,2.8,1.2,0.7,2.6,566.2,163.7,24,26.3,91.2,13.8,17,81.4,1,2.8,36.7,DF
693,Fermin López,39.7,2024-2025,21,es ESP,Barcelona,es La Liga,28,1252,13.9,12,16,3,0.4,0.4,0.8,0.4,0,0,0,39.7,48.5,81.8,2.1,4.7,1.4,0.4,5.7,603.7,153,22.5,25.2,89.4,12.5,15.1,82.9,2.7,4.5,58.7,"MF,FW"
694,Matìas Soulé,39.7,2024-2025,21,ar ARG,Roma,it Serie A,27,1781,19.8,22,5,10,0.3,0.3,0.5,0.3,0,0,0,39.7,48.3,82.2,2.6,2.7,1.7,0.6,4.5,604.2,145,22.8,24.9,91.7,12.3,15.2,81,3,5.2,57.8,"MF,DF"
695,Abdulai Juma Bah,39.7,2024-2025,18,sl SLE,2 Teams,2 Comps,22,1550,17.2,18,4,6,0,0,0,0,0,0,0,39.7,45.6,87,0.2,1.3,0,0,1.3,718.4,228.5,15.3,16.8,90.7,20.9,22.1,94.7,3.1,5.6,55.2,DF
696,Oliver Scarles,39.7,2024-2025,18,eng ENG,West Ham,eng Premier League,15,665,7.4,7,8,6,0,0,0,0,0,0,0,39.7,50.3,78.8,0.3,1.4,0.7,0.1,3,593.9,155.8,23.5,26.5,88.8,14.3,17.1,84.1,1.5,5,29.7,"DF,FW"
697,Vladimír Coufal,39.6,2024-2025,31,cz CZE,West Ham,eng Premier League,22,1067,11.9,11,11,11,0,0,0,0,0,0,0,39.6,50.4,78.6,0.7,3.7,1.1,0.7,3.3,625.8,239.7,20.8,22.9,90.8,15.5,19.2,80.7,2.4,6.1,38.9,DF
698,Nhoa Sangui,39.6,2024-2025,18,fr FRA,Reims,fr Ligue 1,26,1158,12.9,10,16,5,0,0.2,0.2,0,0,0,0,39.6,47.3,83.9,0.4,3.3,0.3,0.2,3.5,580.4,167.4,23.1,24.6,94,13.4,15.9,84.3,1.6,3.3,47.6,"DF,MF"
699,Marnon Busch,39.6,2024-2025,29,de GER,Heidenheim,de Bundesliga,23,1396,15.5,15,8,8,0,0.1,0.1,0,0,0,0,39.6,54.5,72.7,0.8,3.8,1.1,0.6,4.1,845.9,303.7,12.4,14.8,83.5,19.3,24.1,79.9,7.5,13.3,56.5,"DF,MF"
700,Edimilson Fernandes,39.6,2024-2025,28,ch SUI,Brest,fr Ligue 1,19,1105,12.3,12,7,8,0,0.1,0.1,0,0,0,0,39.6,46.6,85,0.7,3.3,0.2,0,3.3,729.8,188.8,16.5,18.2,91,18,20.1,89.5,4.4,6.6,66.7,"MF,DF"
701,Fodé Ballo-Touré,39.6,2024-2025,27,sn SEN,Le Havre,fr Ligue 1,10,589,6.5,9,1,1,0,0,0,0,0,0,0,39.6,47.5,83.3,0.2,3.1,0.3,0.3,2,655.7,210.4,18.9,20,94.7,17.6,20.5,85.8,2.3,3.8,60,"DF,MF"
702,Falaye Sacko,39.6,2024-2025,29,ml MLI,Montpellier,fr Ligue 1,16,1233,13.7,14,2,12,0,0.1,0.1,0,0,0,0,39.6,47.3,83.6,0.5,2.7,0.1,0.1,4.3,646.2,239.7,18.7,20.6,90.8,17.4,20.1,86.5,2.5,4.4,56.7,DF
703,Sebastian Walukiewicz,39.5,2024-2025,24,pl POL,2 Teams,it Serie A,31,1841,20.5,22,9,5,0,0,0,0,0,0,0,39.5,48.9,80.9,0.2,3.9,0.7,0.2,4.3,680.6,239.9,18,20.4,88.2,17.3,20.9,82.7,3.5,5.6,62.6,DF
704,Samu Costa,39.5,2024-2025,23,pt POR,Mallorca,es La Liga,32,2649,29.4,31,1,0,0,0.1,0.1,0,0,0,0,39.5,49,80.7,0.5,4,0.5,0.2,3.9,702.5,196.1,17.7,20.5,86.6,17.3,20,86.1,3.9,5.8,67.8,MF
705,Santiago Bueno,39.5,2024-2025,25,uy URU,Wolves,eng Premier League,29,1687,18.7,18,11,8,0,0,0,0,0,0,0,39.5,44.9,88,0,1.3,0.1,0,1.5,725.4,222.8,13.9,15,92.5,22.2,23.7,93.9,2.7,4.9,56,DF
706,Xavi Simons,39.5,2024-2025,21,nl NED,RB Leipzig,de Bundesliga,25,2150,23.9,25,0,0,0.4,0.3,0.7,0.4,0,0,0,39.5,50.3,78.6,2.1,3.3,2.5,0.2,5.9,619.2,167.3,21.7,24.8,87.5,12.6,15.4,82.1,3.6,6.6,55.1,MF
707,Joël Veltman,39.5,2024-2025,32,nl NED,Brighton,eng Premier League,21,1697,18.9,19,2,3,0,0,0,0,0,0,0,39.5,49.3,80.2,0.3,3.5,0.5,0.3,4.5,666.3,172,19.4,21.5,89.9,16.3,20.2,80.8,3.3,5.3,63.6,DF
708,Unai Núñez,39.5,2024-2025,27,es ESP,Athletic Club,es La Liga,10,645,7.2,7,3,23,0,0,0,0,0,0,0,39.5,45.3,87.1,0.1,2.2,0.1,0,3.6,888.4,330.1,7.7,8.9,85.9,26,27.5,94.4,5.7,8.5,67.2,DF
709,Ignace Van Der Brempt,39.5,2024-2025,22,be BEL,Como,it Serie A,20,1257,14,14,6,6,0,0.1,0.1,0,0,0,0,39.5,48.6,81.1,0.7,2.3,0.4,0.2,3,611,185.7,20.8,22.8,91.2,16.3,19.8,81.9,1.6,3.4,46.8,DF
710,Alfonso Espino,39.4,2024-2025,32,uy URU,Rayo Vallecano,es La Liga,16,833,9.3,9,7,13,0,0.1,0.1,0,0,0,0,39.4,53,74.3,0.5,3.8,0.6,0.5,4.2,612,269.8,21.5,23.8,90.5,15.1,20.2,74.9,2.2,6.6,32.8,DF
711,Dimitri Foulquier,39.4,2024-2025,31,fr FRA,Valencia,es La Liga,32,2299,25.5,25,7,1,0,0,0,0,0,0,0,39.4,50,78.9,0.4,3,0.6,0.2,3.8,618.1,231.5,21.7,23.2,93.6,15.5,19.5,79.4,1.8,4.5,39.7,DF
712,Kobbie Mainoo,39.4,2024-2025,19,eng ENG,Manchester Utd,eng Premier League,25,1651,18.3,19,6,1,0,0,0,0,0,0,0,39.4,45.6,86.5,0.8,2.7,0.7,0.1,3.5,526,127.9,24.6,26.7,92.2,10.5,11.9,87.7,1.7,2.5,68.9,MF
713,Pedro,39.4,2024-2025,37,es ESP,Lazio,it Serie A,30,1102,12.2,6,24,6,0.8,0.1,0.9,0.7,0.2,0.2,0,39.4,49.3,79.8,1.8,4.3,2,0.4,6.2,641.3,148.8,20.7,22.9,90.4,14.1,17,83.2,3.3,6.3,51.9,"FW,MF"
714,Cenk Özkacar,39.4,2024-2025,23,tr TUR,2 Teams,es La Liga,11,757,8.4,8,3,19,0,0,0,0,0,0,0,39.4,46.6,84.4,0.1,1.3,0,0,1.8,764.5,289.6,12.5,13.6,92.1,23.4,25.7,91.2,3.2,6.4,50,DF
715,Conor Gallagher,39.4,2024-2025,24,eng ENG,Atlético Madrid,es La Liga,32,1633,18.1,19,13,5,0.2,0.2,0.3,0.2,0,0,0,39.4,46.3,85,0.7,2.6,0.8,0.1,3.5,544.7,119.9,24.1,26.3,91.8,12.1,14.1,85.9,1.4,2.5,57.8,MF
716,Romano Schmid,39.3,2024-2025,24,at AUT,Werder Bremen,de Bundesliga,32,2834,31.5,32,0,0,0.2,0.1,0.3,0.1,0,0,0,39.3,52.8,74.5,2.2,5.4,2.9,0.8,8.9,636.2,229.1,19.8,22.7,86.9,13.9,19,73.5,3.5,6.5,54.4,MF
717,Enrico Del Prato,39.3,2024-2025,24,it ITA,Parma,it Serie A,34,2947,32.7,32,2,1,0.1,0,0.1,0.1,0,0,0,39.3,46.8,84,0.4,2.1,0.3,0.1,2.5,703.3,248,16.1,17.2,93.4,19.4,21.9,88.5,3.2,6.1,52.7,DF
718,Jonathan Clauss,39.3,2024-2025,31,fr FRA,Nice,fr Ligue 1,28,2303,25.6,27,1,0,0.1,0.3,0.4,0.1,0,0,0,39.3,54.7,71.9,2.1,2.7,1.8,0.5,4.1,641.5,260.1,20.6,24.1,85.6,14.9,19.5,76,3.1,8.2,38.1,"DF,MF"
719,Álex Muñoz,39.3,2024-2025,30,es ESP,Las Palmas,es La Liga,21,1415,15.7,18,3,16,0.2,0,0.2,0.2,0,0,0,39.3,49.3,79.7,0.4,2.2,0.6,0.5,2.9,631.9,224.8,19,21.3,89,18.2,22.5,81,1.7,3.6,47.4,DF
720,Téji Savanier,39.3,2024-2025,32,fr FRA,Montpellier,fr Ligue 1,31,2363,26.3,27,4,1,0.1,0.2,0.3,0,0.1,0.1,0,39.3,56.4,69.6,2.6,6.3,1.2,0.5,7,865.2,282.3,14.3,17.7,80.9,13.7,18,76.1,9.9,17,57.9,MF
721,Jacob Greaves,39.3,2024-2025,23,eng ENG,Ipswich Town,eng Premier League,25,2205,24.5,25,0,2,0,0,0,0,0,0,0,39.3,45.8,85.8,0.2,3.1,0.1,0,2.8,650.5,250.2,18.1,19.6,92.3,18.9,21.2,89.2,1.6,3.6,44.3,DF
722,Lewis Holtby,39.3,2024-2025,33,de GER,Holstein Kiel,de Bundesliga,25,1238,13.8,13,12,1,0,0.1,0.1,0,0,0,0,39.3,51.3,76.5,1.5,2.1,0.4,0.1,3.4,653.8,195.6,19,21.4,88.8,15.9,19.7,80.8,3.3,7.2,45.5,MF
723,Mitchel Bakker,39.2,2024-2025,24,nl NED,2 Teams,2 Comps,25,1161,12.9,14,11,3,0.2,0.2,0.4,0.2,0,0,0,39.2,50.4,77.8,1.8,3.3,2.1,0.9,4.5,646.3,206.5,19.7,22.7,86.7,15,18.6,80.4,3.5,5.9,59.2,MF
724,Medon Berisha,39.2,2024-2025,20,al ALB,Lecce,it Serie A,17,716,8,7,10,5,0,0.1,0.1,0,0,0,0,39.2,50.3,78,1.4,5.8,0.8,0.1,5.3,807.6,265.3,14.2,15.8,89.7,16.8,20.5,82.2,7.8,12.6,62,MF
725,Philipp Sander,39.2,2024-2025,26,de GER,Gladbach,de Bundesliga,27,1400,15.6,16,11,1,0.1,0,0.1,0.1,0,0,0,39.2,48.5,80.9,0.8,3.2,0.5,0.3,3.9,606.3,154,20.1,22,91.5,16,18.9,84.7,2,5.1,39.2,MF
726,Aitor Paredes,39.2,2024-2025,24,es ESP,Athletic Club,es La Liga,23,1812,20.1,21,2,11,0.1,0,0.1,0.1,0,0,0,39.2,47,83.3,0.1,2.1,0.1,0,2.3,837.6,308.7,8.8,9.9,89.4,25.5,27.4,93.3,4.7,9.1,51.1,DF
727,Niklas Dorsch,39.2,2024-2025,26,de GER,2 Teams,de Bundesliga,23,1367,15.2,19,4,1,0.1,0.1,0.3,0.1,0,0,0,39.2,46.9,83.5,0.9,3.1,1.1,0.5,3.8,745.9,206.5,15.9,17.1,93.4,16.9,18.8,89.8,5.4,9,59.9,MF
728,Kenny Tete,39.2,2024-2025,28,nl NED,Fulham,eng Premier League,22,1774,19.7,21,1,2,0,0.1,0.1,0,0,0,0,39.2,48.5,80.8,0.5,3.3,0.7,0.3,3.2,627,204.3,20.5,22.5,91.4,14.5,17.9,80.7,3.1,5.5,56.5,DF
729,Amadou Onana,39.1,2024-2025,22,be BEL,Aston Villa,eng Premier League,26,1617,18,20,6,2,0.2,0,0.2,0.2,0,0,0,39.1,44.6,87.7,0.6,3.8,0.7,0.1,4.2,615.5,161.2,20.3,21.9,92.9,16.1,18.1,89.2,1.9,2.7,70.8,MF
730,Tommaso Augello,39.1,2024-2025,29,it ITA,Cagliari,it Serie A,38,2713,30.1,30,8,0,0,0.2,0.2,0,0,0,0,39.1,54.4,71.9,1.3,2.6,1.3,0.9,3.9,676.2,282.8,19,21.6,88.2,16.3,21.6,75.4,3.6,8.4,42.5,DF
731,Lukas Kübler,39.1,2024-2025,31,de GER,Freiburg,de Bundesliga,28,1842,20.5,22,6,3,0.2,0,0.3,0.2,0,0,0,39.1,50.7,77.1,0.5,3.8,0.7,0.2,3.8,669.4,215,17.2,20,86.1,17.4,21.5,81,3.4,6.5,51.9,DF
732,Mikel Vesga,39.1,2024-2025,31,es ESP,Athletic Club,es La Liga,25,988,11,10,15,10,0,0,0,0,0,0.1,0.1,39.1,49.1,79.6,1.1,4.6,0.5,0,5.8,688.6,198.6,16.9,19.1,88.6,17.5,21.3,82.1,4,6.7,59.5,MF
733,Tijjani Reijnders,39,2024-2025,26,nl NED,Milan,it Serie A,37,3128,34.8,36,1,0,0.3,0.1,0.4,0.3,0,0,0,39,44.6,87.5,1.4,3.9,1.6,0.1,6.6,649.2,186.3,18.4,20.2,91.2,16.7,18.2,91.6,2.8,4.1,70.2,MF
734,Manuel Lazzari,39,2024-2025,30,it ITA,Lazio,it Serie A,25,1406,15.6,16,9,3,0,0.1,0.1,0,0,0,0,39,49.3,79.1,1.3,2.3,1.4,0.9,4.2,616.2,170.3,18.9,21.1,89.4,16.8,20.5,81.6,1.9,4.1,45.3,DF
735,Jamal Musiala,38.9,2024-2025,21,de GER,Bayern Munich,de Bundesliga,25,1798,20,21,4,0,0.6,0.1,0.7,0.6,0,0,0,38.9,47.2,82.6,2.1,3.8,1.2,0,5.4,540.8,132.4,24,27.6,87.1,11.8,13.8,85.1,1.6,2,82.1,MF
736,Derrick Köhn,38.9,2024-2025,25,gh GHA,Werder Bremen,de Bundesliga,27,1343,14.9,14,13,4,0.1,0.1,0.3,0.1,0,0,0,38.9,49.1,79.3,1.1,1.5,1.1,0.4,2.6,578.4,140.9,21,23.6,88.9,15.3,18.9,80.9,1.2,2.7,45,"DF,FW"
737,Martin Valjent,38.9,2024-2025,28,sk SVK,Mallorca,es La Liga,31,2763,30.7,31,0,6,0.1,0,0.1,0.1,0,0,0,38.9,45.3,85.9,0.1,2.7,0.1,0,3,730.2,276.6,14.4,15.6,91.9,19.8,21.1,94,4.2,7.3,57.4,DF
738,Lucas Mincarelli,38.9,2024-2025,20,fr FRA,Montpellier,fr Ligue 1,10,715,7.9,8,2,6,0.1,0,0.1,0.1,0,0,0,38.9,47.7,81.5,0.4,3,0.3,0.3,3.1,645,249.2,18.8,20.5,91.4,16.1,18.4,87.7,2.5,6.4,39.2,DF
739,Mouctar Diakhaby,38.9,2024-2025,27,gn GUI,Valencia,es La Liga,13,653,7.3,7,6,5,0.3,0,0.3,0.3,0,0,0,38.9,46.3,83.9,0.1,1,0.3,0,1.9,678,255.9,16.3,17.4,93.7,19.7,21.6,91.1,2.6,6.1,43.2,DF
740,Carlos Baleba,38.9,2024-2025,20,cm CMR,Brighton,eng Premier League,34,2661,29.6,31,3,2,0.1,0,0.1,0.1,0,0,0,38.9,44.4,87.4,0.7,3.7,0.8,0.1,4,652.9,160.3,18.4,20,92,16.5,17.9,92.2,3.2,5,63.5,MF
741,Diogo Leite,38.8,2024-2025,25,pt POR,Union Berlin,de Bundesliga,30,2546,28.3,29,1,0,0,0.1,0.1,0,0,0,0,38.8,49.4,78.6,0.5,3.9,0.4,0.1,4.1,720.5,313.1,16.6,19,87.4,16.5,19.4,84.7,4.7,8.3,56.2,DF
742,Thomas Kristensen,38.8,2024-2025,22,dk DEN,Udinese,it Serie A,24,1754,19.5,19,5,4,0.1,0,0.1,0.1,0,0,0,38.8,48.6,79.9,0.2,3.4,0.4,0.1,3.9,749.5,264.8,13.4,15.6,85.6,20.2,23.6,85.4,4.7,7.4,63.9,DF
743,Eliesse Ben Seghir,38.8,2024-2025,19,ma MAR,Monaco,fr Ligue 1,33,1750,19.4,19,14,1,0.3,0.2,0.5,0.2,0.1,0.1,0,38.8,48.9,79.3,1.7,3.7,2.3,0.2,6.3,547.1,156.4,23.3,26.5,88.2,12,15.1,79.5,1.7,3.9,44.7,"MF,FW"
744,Gabriele Zappa,38.8,2024-2025,24,it ITA,Cagliari,it Serie A,37,3060,34,35,2,0,0.1,0,0.1,0.1,0,0,0,38.8,50.7,76.5,0.8,3.7,0.7,0.4,4.3,655.8,322.4,18.3,20.6,88.7,17.1,21.2,80.5,2.8,6.4,44,DF
745,Lorenz Assignon,38.8,2024-2025,24,tg TOG,Rennes,fr Ligue 1,32,2357,26.2,27,5,0,0.1,0.2,0.3,0.1,0,0,0,38.8,49.7,78,1.1,2.7,1.1,0.5,4.4,606.1,206.6,19.8,23.3,85.1,16.3,20.3,80.6,1.6,3.2,49.4,"DF,MF"
746,Dennis Geiger,38.7,2024-2025,26,de GER,Hoffenheim,de Bundesliga,20,734,8.2,7,13,5,0,0,0,0,0,0,0,38.7,44.4,87.3,1.3,3.9,1.1,0.1,4.5,585.5,161.2,21.8,23.7,92.2,14.1,15.4,91.3,2,2.9,66.7,"MF,FW"
747,Dodô,38.7,2024-2025,25,br BRA,Fiorentina,it Serie A,35,3115,34.6,35,0,0,0,0.1,0.1,0,0,0,0,38.7,49.9,77.6,1,2.3,1.2,0.6,3.7,695.2,212.1,15.7,18.3,85.8,19.3,23.3,82.7,3.2,6.2,51.6,DF
748,Beñat Turrientes,38.7,2024-2025,22,es ESP,Real Sociedad,es La Liga,21,942,10.5,11,10,13,0,0,0,0,0,0,0,38.7,43.2,89.6,0.3,3.8,0.2,0.1,4,661.6,139.3,19.4,21,92.3,13.9,14.8,93.5,4.1,5.5,74.1,MF
749,José Luis Gayà,38.7,2024-2025,29,es ESP,Valencia,es La Liga,23,1803,20,22,1,1,0,0,0,0,0,0,0,38.7,49.7,77.8,1.2,2.2,1.5,1.1,2.9,681.6,203.1,17.7,19.8,89.6,16.9,20.2,83.9,3.6,7.6,47.7,DF
750,Sergi,38.7,2024-2025,32,es ESP,Leganés,es La Liga,36,2957,32.9,33,3,1,0.1,0,0.1,0.1,0,0,0,38.7,46.2,83.7,0.2,1.8,0.2,0,2.3,767.3,299,12,13,92.7,21.6,23.3,92.6,4.7,8.8,53.8,DF
751,Kacper Urbanski,38.7,2024-2025,19,pl POL,2 Teams,it Serie A,15,747,8.3,7,8,21,0.1,0,0.1,0.1,0,0,0,38.7,45.2,85.6,1.6,5.3,0.8,0.1,6.7,674,173.5,17.7,20.5,86.5,15.9,17.1,93,4,4.8,82.5,MF
752,Thierry Correia,38.7,2024-2025,25,pt POR,Valencia,es La Liga,11,768,8.5,9,2,0,0,0,0,0,0,0,0,38.7,51.7,74.8,0.6,2.7,1.4,0.4,5.2,673.8,255.4,18.7,21.4,87.4,16.1,20.2,79.7,3.6,7.9,46.3,DF
753,Dani Olmo,38.6,2024-2025,26,es ESP,Barcelona,es La Liga,25,1212,13.5,13,12,2,0.7,0.2,1,0.6,0.1,0.1,0,38.6,47.6,81.1,1.9,3.6,2.2,0.1,6,566.9,164.6,22.7,25.4,89.5,11.3,13.6,83.1,2.5,3.5,70.2,"MF,FW"
754,Maxim Leitsch,38.6,2024-2025,26,de GER,Mainz 05,de Bundesliga,14,674,7.5,6,8,14,0.1,0,0.1,0.1,0,0,0,38.6,49.4,78.1,0.3,3.5,0,0,3.3,679,223.8,16.4,19.1,86,18.2,21.9,82.9,3.3,7.2,46.3,DF
755,Djibril Sow,38.5,2024-2025,27,ch SUI,Sevilla,es La Liga,30,2062,22.9,24,6,1,0.1,0,0.1,0.1,0,0,0,38.5,43.4,88.8,0.9,3.8,0.4,0,4.4,618.4,151,19.2,21,91.5,16,17.3,92.2,2.4,3.1,76.1,MF
756,Enzo Boyomo,38.5,2024-2025,22,cm CMR,2 Teams,es La Liga,37,3257,36.2,36,1,0,0.1,0,0.1,0.1,0,0,0,38.5,44,87.6,0.1,2.4,0.2,0,3.3,732,280.8,13.3,14.4,92.7,21.4,23,93.1,3.5,5.9,59.2,DF
757,Hákon Arnar Haraldsson,38.5,2024-2025,21,is ISL,Lille,fr Ligue 1,25,1755,19.5,21,4,1,0.3,0.2,0.4,0.3,0,0,0,38.5,48.5,79.4,1.8,3.3,2.2,0.3,5.2,618.1,151.2,18.9,21.9,86.2,15.5,18,86,2.7,4.9,55.8,"MF,FW"
758,Maximilian Eggestein,38.4,2024-2025,27,de GER,Freiburg,de Bundesliga,33,2845,31.6,33,0,1,0.1,0,0.1,0.1,0,0,0,38.4,45.9,83.5,0.6,4.1,0.5,0.1,4.5,594.7,162.5,19.5,22.1,88.1,16.7,19.1,87.6,1.3,2.2,59.4,MF
759,Mario Götze,38.3,2024-2025,32,de GER,Eint Frankfurt,de Bundesliga,24,1542,17.1,18,6,4,0.2,0.1,0.3,0.2,0,0,0,38.3,49.4,77.5,2,3.3,1.1,0.1,5.1,533.9,162.4,23.6,26.5,89,11,14.2,77.4,1.9,4.2,44.4,"MF,FW"
760,Philipp Treu,38.3,2024-2025,23,de GER,St. Pauli,de Bundesliga,33,2881,32,33,0,0,0,0.1,0.1,0,0,0,0,38.3,47.9,80,0.7,1.9,0.6,0.2,3.3,589,178.5,20.7,22.9,90.6,14.7,18,81.6,1.9,4.3,45.3,"MF,DF"
761,Mats Hummels,38.3,2024-2025,35,de GER,Roma,it Serie A,14,915,10.2,11,3,19,0,0,0,0,0,0,0,38.3,43,89,0.2,1.5,0,0,2.6,708.2,256.8,13.8,14.7,94,21.5,23,93.6,2.7,4,65.9,DF
762,Juan Herzog,38.3,2024-2025,21,es ESP,Las Palmas,es La Liga,19,1315,14.6,15,4,19,0,0,0,0,0,0,0,38.3,44.3,86.4,0,1.2,0,0,1.8,713.1,215.7,13,14.2,91.3,21.4,23.2,92.3,3.2,5.5,58,DF
763,Kilian Fischer,38.2,2024-2025,23,de GER,Wolfsburg,de Bundesliga,32,2297,25.5,29,3,0,0,0,0,0,0,0,0,38.2,48.6,78.6,0.5,2.9,0.8,0.1,4.3,669.6,218.4,17.3,20,86.7,17.3,21.2,81.7,3.1,5.3,59.7,DF
764,David Torres,38.2,2024-2025,21,es ESP,Valladolid,es La Liga,18,1387,15.4,15,3,15,0,0,0,0,0,0,0,38.2,46.3,82.5,0.1,1.8,0.1,0.1,2.4,728.8,298.1,12.5,13.3,94.1,21.7,24.2,89.8,3.8,7.5,51.3,DF
765,Kamory Doumbia,38.2,2024-2025,21,ml MLI,Brest,fr Ligue 1,30,1322,14.7,13,17,1,0.2,0.1,0.3,0.2,0,0,0,38.2,47.5,80.5,1.8,3.8,0.6,0.1,4.9,630.9,150.9,18.3,19.9,91.8,15,18.1,82.7,3.3,6.3,52.2,"MF,FW"
766,Dennis Appiah,38.2,2024-2025,32,fr FRA,Saint-Étienne,fr Ligue 1,29,2128,23.6,22,7,2,0,0,0,0,0,0,0,38.2,49.9,76.6,0.5,3.4,1.1,0.3,4.6,610.4,274.4,20.1,22.9,87.8,15.4,18.9,81.7,2,5.2,38.5,DF
767,Joaquín Correa,38.2,2024-2025,29,ar ARG,Inter,it Serie A,19,731,8.1,6,13,14,0.2,0.2,0.5,0.2,0,0,0,38.2,44.4,85.9,1.2,3,1.5,0.1,5.2,586.8,134.1,20.1,22.7,88.6,14.5,15.6,92.9,2.6,3,87.5,"FW,MF"
768,Yunis Abdelhamid,38.2,2024-2025,36,ma MAR,Saint-Étienne,fr Ligue 1,16,1033,11.5,11,5,17,0,0,0,0,0,0,0,38.2,44,86.7,0.2,2.4,0,0,1.9,692.8,209.4,12.8,13.9,91.9,22.9,25,91.6,2,4.2,47.9,DF
769,Ryan Manning,38.1,2024-2025,28,ie IRL,Southampton,eng Premier League,24,1462,16.2,18,6,7,0,0.1,0.1,0,0,0,0,38.1,49.4,77.1,2.1,2,0.7,0.5,2.2,637.8,205.4,19.5,21.2,92.2,14.3,17.7,80.9,3.4,7.7,44,"DF,MF"
770,Ayyoub Bouaddi,38.1,2024-2025,16,fr FRA,Lille,fr Ligue 1,24,1151,12.8,11,13,10,0,0.1,0.1,0,0,0,0,38.1,43.4,87.7,0.4,2.8,0.1,0,2.9,644.4,125.8,17.1,19.2,89,17.1,18.2,94,2.7,3.1,87.5,MF
771,Louis Mouton,38.1,2024-2025,22,fr FRA,Saint-Étienne,fr Ligue 1,24,1045,11.6,12,12,8,0,0.1,0.1,0,0,0,0,38.1,47.5,80.2,1.4,3.6,1.1,0.1,4.7,627.3,178.8,19.8,22.3,88.8,13.5,16.8,80.5,3.4,5.1,67.8,MF
772,Léo Pétrot,38.1,2024-2025,27,fr FRA,Saint-Étienne,fr Ligue 1,31,2634,29.3,29,2,1,0,0.1,0.1,0,0,0,0,38.1,47.3,80.4,0.5,2.5,0.6,0.2,3.2,605.8,228.2,19.8,22,89.9,15.5,18.4,84.2,2,4.6,44,DF
773,Deiver Machado,38,2024-2025,30,co COL,Lens,fr Ligue 1,27,1805,20.1,20,7,0,0,0.2,0.2,0,0,0,0,38,45.5,83.6,1,1.5,0.9,0.7,2.2,519.6,169.5,23.4,25.2,93.1,11,13.9,79.2,1.6,2.8,56.1,"DF,MF"
774,Sepp van den Berg,38,2024-2025,22,nl NED,Brentford,eng Premier League,31,2586,28.7,29,2,1,0,0,0,0,0,0,0,38,44.5,85.4,0.2,2.2,0.1,0,2.7,666.5,213.5,15.8,18,87.8,19.4,21.6,89.7,2.5,3.8,66.4,DF
775,Alfred Duncan,38,2024-2025,31,gh GHA,Venezia,it Serie A,16,957,10.6,12,4,4,0,0,0,0,0,0,0,38,46.8,81.1,1,3.5,1.8,0.4,5,637.2,178.5,18.2,20.6,88.1,15.7,17.5,89.8,3,6,50,MF
776,Yvan Neyou,37.9,2024-2025,27,cm CMR,Leganés,es La Liga,30,2312,25.7,27,3,1,0,0,0.1,0,0,0,0,37.9,43.9,86.4,0.5,3.3,0.4,0,3.7,592.4,150.5,20,21.9,91.3,14.2,15.9,89,2.4,3.4,69.3,MF
777,Mathias Jensen,37.9,2024-2025,28,dk DEN,Brentford,eng Premier League,24,862,9.6,8,16,0,0,0.2,0.2,0,0,0,0,37.9,50.7,74.7,1.7,4.4,2,0.3,6.4,703.3,257.4,17.7,20.2,88.1,13.9,18,77.3,5.1,9.4,54.4,MF
778,Lorenzo De Silvestri,37.9,2024-2025,36,it ITA,Bologna,it Serie A,18,1060,11.8,13,5,19,0.1,0,0.1,0.1,0,0,0,37.9,47.9,79.1,0.4,3.4,0.5,0.4,3.9,669.1,269.4,16.8,18.9,88.8,17.4,21.4,81.3,3.2,5.6,57.6,DF
779,Paulo Dybala,37.9,2024-2025,30,ar ARG,Roma,it Serie A,24,1417,15.7,16,8,7,0.4,0.2,0.6,0.2,0.2,0.2,0,37.9,46.3,81.8,2.5,3,1.7,0.3,5,633.9,151.3,20,22,91,11.2,13.5,83.1,4.6,7.2,63.2,"FW,MF"
780,Javi López,37.8,2024-2025,22,es ESP,Real Sociedad,es La Liga,29,1936,21.5,21,8,7,0,0,0,0,0,0,0,37.8,48.3,78.4,0.2,2.3,0.7,0.3,3.4,608.8,222.4,20.7,22.6,91.4,14.1,18.5,76.2,2.5,4.6,53,DF
781,Paul Joly,37.8,2024-2025,24,fr FRA,Auxerre,fr Ligue 1,26,1009,11.2,10,16,2,0,0.1,0.1,0,0,0,0,37.8,55,68.7,1.4,3.4,1.6,0.7,4.5,668.6,244.4,17.5,21.4,81.7,15.2,20.5,73.9,4.3,9.6,44.4,DF
782,Samuel Gigot,37.8,2024-2025,30,fr FRA,Lazio,it Serie A,15,683,7.6,7,8,18,0.3,0,0.3,0.3,0,0,0,37.8,41.1,92,0,1.7,0,0,1.6,637.5,162.7,15.7,16.6,94.4,20,21,95.6,1.4,2.4,61.1,DF
783,Samuel Lino,37.8,2024-2025,24,br BRA,Atlético Madrid,es La Liga,31,1552,17.2,21,10,5,0.2,0.2,0.4,0.2,0,0,0,37.8,47.6,79.4,1.3,2.4,1.4,0.3,4.2,574.4,137,21.6,24.2,89,11.8,14.6,80.6,2.9,4.4,65.8,"MF,DF"
