Rk,Player,Tkl/90,Season,Age,Nation,Team,Comp,MP,Min,90s,Starts,Subs,unSub,Gls,Ast,G+A,G-PK,PK,PKatt,PKm,Tkl/90,TklW,Def 3rd,Mid 3rd,Att 3rd,Challenges Tkl,ChallengesAtt,Challenges Tkl%,Challenges Lost,Blocks,Sh Blocks,Pass Blocks,Int,Tkl+Int,Clr,Err,Pos
99,James Sands,3,2024-2025,24,us USA,St. Pauli,de Bundesliga,7,453,5,5,2,0,0,0,0,0,0,0,0,3,1.2,1,1.6,0.4,0.8,0.8,100,0,1,0.2,0.8,1,4,1.6,0,"MF,DF"
100,Rassoul Ndiaye,3,2024-2025,22,sn SEN,Le Havre,fr Ligue 1,27,1061,11.8,11,16,6,0.1,0,0.1,0.1,0,0,0,3,2.1,1.6,1,0.3,0.9,2.1,44,1.2,1.3,0.3,0.9,1,4,2,0,MF
101,Aleksandr Golovin,3,2024-2025,28,ru RUS,Monaco,fr Ligue 1,19,1153,12.8,13,6,2,0.2,0,0.2,0.2,0,0,0,3,1.9,0.7,1.6,0.7,1.3,3,43.6,1.7,1.2,0.3,0.9,0.9,3.9,0.5,0,"MF,FW"
102,Rafik Messali,3,2024-2025,21,fr FRA,Toulouse,fr Ligue 1,13,456,5.1,5,8,14,0,0.2,0.2,0,0,0,0,3,1.6,1.2,1.2,0.6,1.4,1.6,87.5,0.2,1.8,0.2,1.6,2,4.9,2.4,0,DF
103,Morten Frendrup,3,2024-2025,23,dk DEN,Genoa,it Serie A,35,3103,34.5,35,0,1,0.1,0,0.1,0.1,0,0,0,3,1.8,0.7,1.5,0.8,1,2.3,43.6,1.3,1.8,0.5,1.3,1.4,4.3,1.7,0,MF
104,Nahuel Tenaglia,3,2024-2025,28,ar ARG,Alavés,es La Liga,34,2922,32.5,33,1,1,0.1,0,0.1,0.1,0,0,0,3,1.9,1.9,0.9,0.2,1.6,2.7,60.2,1.1,1,0.3,0.7,1.4,4.4,3.8,0.1,DF
105,Mats Hummels,3,2024-2025,35,de GER,Roma,it Serie A,14,915,10.2,11,3,19,0,0,0,0,0,0,0,3,1.5,1.6,1.4,0,1.1,1.8,61.1,0.7,1.2,0.4,0.8,2.6,5.5,4.2,0,DF
106,Martin Frese,3,2024-2025,26,dk DEN,Hellas Verona,it Serie A,11,549,6.1,5,6,3,0,0,0,0,0,0,0,3,1.8,1.1,1.6,0.2,1.1,2.1,53.8,1,0.8,0.2,0.7,1.3,4.3,2.6,0.2,DF
107,Dennis Geiger,2.9,2024-2025,26,de GER,Hoffenheim,de Bundesliga,20,734,8.2,7,13,5,0,0,0,0,0,0,0,2.9,1.3,1.1,1.6,0.2,1.5,2.3,63.2,0.9,1.8,0.2,1.6,0.9,3.8,0.7,0.1,"MF,FW"
108,Emerson,2.9,2024-2025,25,br BRA,Milan,it Serie A,17,1377,15.3,16,1,3,0,0,0,0,0,0,0,2.9,1.8,1.6,1,0.3,1,2.2,47.1,1.2,0.8,0.1,0.7,0.9,3.9,3.7,0,DF
109,Tom Krauß,2.9,2024-2025,23,de GER,Bochum,de Bundesliga,14,1077,12,13,1,0,0,0,0,0,0,0,0,2.9,1.5,1.7,1.1,0.2,1.6,3.2,50,1.6,2.2,0.2,2,0.9,3.8,1.6,0.1,MF
110,Urko González,2.9,2024-2025,23,es ESP,2 Teams,es La Liga,18,1419,15.8,17,1,9,0,0.1,0.1,0,0,0,0,2.9,1.8,1.5,1.3,0.1,1.8,2.8,63.6,1,1.8,0.8,1,0.5,3.4,2.5,0.1,MF
111,Carlos Martín,2.9,2024-2025,22,es ESP,Alavés,es La Liga,26,1333,14.8,16,10,10,0.1,0.1,0.3,0.1,0,0,0,2.9,1.4,1.2,1.1,0.6,0.9,3.3,26.5,2.4,2,0.1,2,0.3,3.2,1.4,0,"FW,MF"
112,Lucas Bergvall,2.9,2024-2025,18,se SWE,Tottenham,eng Premier League,27,1212,13.5,11,16,7,0,0.1,0.1,0,0,0,0,2.9,1.4,1,1.5,0.4,1.3,2.4,53.1,1.1,1.3,0.6,0.7,1.8,4.7,1.6,0.2,MF
113,Manu Morlanes,2.9,2024-2025,25,es ESP,Mallorca,es La Liga,23,1338,14.9,15,8,2,0,0,0,0,0,0,0,2.9,1.8,1.2,1.3,0.3,1.2,2,60,0.8,1.3,0.5,0.7,1.6,4.5,1.1,0,MF
114,Lamine Camara,2.9,2024-2025,20,sn SEN,Monaco,fr Ligue 1,29,2054,22.8,25,4,0,0.1,0.3,0.4,0.1,0,0,0,2.9,1.8,1,1.5,0.4,1.1,2.1,54.2,1,1.3,0.2,1.1,1.4,4.3,1.4,0,MF
115,Michael Folorunsho,2.9,2024-2025,26,it ITA,2 Teams,it Serie A,20,685,7.6,6,14,6,0,0,0,0,0,0,0,2.9,1.8,1.2,1.2,0.5,1.3,3.2,41.7,1.8,1.2,0.1,1.1,0.7,3.5,1.4,0.1,"FW,MF"
116,Beñat Prados,2.9,2024-2025,23,es ESP,Athletic Club,es La Liga,30,1715,19.1,21,9,5,0.1,0,0.1,0.1,0,0,0,2.9,1.9,1,1.4,0.4,1.3,2.8,47.2,1.5,1.1,0.1,1,1.5,4.4,1.4,0,MF
117,Valentin Rongier,2.9,2024-2025,29,fr FRA,Marseille,fr Ligue 1,25,1562,17.4,17,8,5,0.2,0.1,0.2,0.2,0,0,0,2.9,1.6,0.8,1.8,0.3,1.6,2.5,62.8,0.9,1.7,0.5,1.2,1.9,4.8,1.6,0.3,"MF,DF"
118,Maximilian Mittelstädt,2.9,2024-2025,27,de GER,Stuttgart,de Bundesliga,31,2469,27.4,28,3,1,0,0.3,0.3,0,0,0,0,2.9,2,1.5,1.1,0.3,1.9,2.7,72.6,0.7,1.7,0.4,1.3,1.7,4.6,3.5,0.1,DF
119,Ilaix Moriba,2.9,2024-2025,21,gn GUI,Celta Vigo,es La Liga,33,2132,23.7,22,11,3,0,0,0.1,0,0,0,0,2.9,1.8,1,1.3,0.6,1.4,2.4,56.1,1.1,1.2,0.2,1.1,0.6,3.5,1.4,0,MF
120,Ignace Van Der Brempt,2.9,2024-2025,22,be BEL,Como,it Serie A,20,1257,14,14,6,6,0,0.1,0.1,0,0,0,0,2.9,2.3,1.9,0.7,0.2,1.7,2.4,72.7,0.6,1,0.4,0.6,1.2,4.1,2.4,0,DF
121,Thomas Partey,2.9,2024-2025,31,gh GHA,Arsenal,eng Premier League,35,2797,31.1,31,4,2,0.1,0.1,0.2,0.1,0,0,0,2.9,1.7,0.8,1.3,0.8,1.5,2.4,60.5,1,0.9,0.3,0.6,1.1,4,1.6,0.1,"MF,DF"
122,Andoni Gorosabel,2.8,2024-2025,27,es ESP,Athletic Club,es La Liga,20,1485,16.5,17,3,17,0,0.1,0.1,0,0,0,0,2.8,1.7,1.9,0.5,0.4,1.8,2.7,66.7,0.9,1.1,0.1,1,1.1,3.9,3.8,0,DF
123,Jordan Teze,2.8,2024-2025,24,nl NED,Monaco,fr Ligue 1,16,569,6.3,8,8,3,0.2,0,0.2,0.2,0,0,0,2.8,1.4,1.3,1.4,0.2,1.1,2.5,43.8,1.4,1.9,0.2,1.7,0.9,3.8,2.4,0,DF
124,Jota Silva,2.8,2024-2025,24,pt POR,Nott'ham Forest,eng Premier League,31,854,9.5,5,26,6,0.3,0.1,0.4,0.3,0,0,0,2.8,1.5,1.3,1.4,0.2,0.6,2.8,22.2,2.2,0.9,0.1,0.8,1.3,4.1,1.8,0,"FW,MF"
125,José Luis Gayà,2.8,2024-2025,29,es ESP,Valencia,es La Liga,23,1803,20,22,1,1,0,0,0,0,0,0,0,2.8,2,1.9,0.7,0.1,2,2.9,69,0.9,0.8,0.1,0.7,1.2,4.1,3,0,DF
126,Oliver Scarles,2.8,2024-2025,18,eng ENG,West Ham,eng Premier League,15,665,7.4,7,8,6,0,0,0,0,0,0,0,2.8,1.5,2.3,0.4,0.1,1.9,3,63.6,1.1,1.9,0.3,1.6,1.5,4.3,3.5,0,"DF,FW"
127,Kenny Tete,2.8,2024-2025,28,nl NED,Fulham,eng Premier League,22,1774,19.7,21,1,2,0,0.1,0.1,0,0,0,0,2.8,1.9,1.5,0.7,0.7,1.2,1.9,60.5,0.8,1.6,0.6,1,1.6,4.5,3.4,0,DF
128,Jacques Ekomie,2.8,2024-2025,20,ga GAB,Angers,fr Ligue 1,18,697,7.7,7,11,10,0,0,0,0,0,0,0,2.8,1.8,1.2,1.3,0.4,1,1.5,66.7,0.5,2.1,0.6,1.4,0.5,3.4,1.8,0,"DF,FW"
129,Manu Sánchez,2.8,2024-2025,23,es ESP,Alavés,es La Liga,33,2634,29.3,30,3,2,0,0,0,0,0,0,0,2.8,1.9,1.4,1.1,0.3,1.4,2.4,59.4,1,1.7,0.4,1.3,1,3.9,2.6,0,DF
130,Jean Mattéo Bahoya,2.8,2024-2025,19,fr FRA,Eint Frankfurt,de Bundesliga,24,921,10.2,10,14,4,0.2,0.3,0.5,0.2,0,0,0,2.8,1.8,1.1,1.3,0.5,1.6,2.5,61.5,1,1.4,0.2,1.2,0.4,3.2,1,0.1,"MF,FW"
131,Pierre Lees-Melou,2.8,2024-2025,31,fr FRA,Brest,fr Ligue 1,20,1526,17,17,3,1,0.1,0.1,0.2,0.1,0,0,0,2.8,1.9,1.2,1.1,0.5,1.5,3.2,46.3,1.7,1.1,0.2,0.9,0.7,3.5,1.4,0,MF
132,Mateo Kova?i?,2.8,2024-2025,30,hr CRO,Manchester City,eng Premier League,31,2198,24.4,25,6,2,0.2,0.1,0.3,0.2,0,0,0,2.8,1.6,0.9,1.6,0.3,1.3,2.7,47.7,1.4,0.8,0,0.8,1,3.8,0.9,0,MF
133,Adam Aznou,2.8,2024-2025,18,ma MAR,2 Teams,2 Comps,15,893,9.9,10,5,13,0,0,0,0,0,0,0,2.8,2.1,2,0.8,0,2.1,4.3,48.8,2.2,2.4,0.8,1.6,1,3.8,3.1,0,DF
134,Guido Rodríguez,2.8,2024-2025,30,ar ARG,West Ham,eng Premier League,23,1149,12.8,16,7,13,0,0.1,0.1,0,0,0,0,2.8,1.5,1.6,1.2,0,1.3,2.6,51.5,1.3,1.8,0.7,1.1,1,3.8,2.7,0.1,MF
135,Will Hughes,2.8,2024-2025,29,eng ENG,Crystal Palace,eng Premier League,33,2108,23.4,24,9,0,0,0.1,0.1,0,0,0,0,2.8,1.5,0.9,1.4,0.6,1.2,2.6,45.2,1.5,1.3,0.6,0.7,0.9,3.8,1.2,0.1,MF
136,Haris Belkebla,2.8,2024-2025,30,dz ALG,Angers,fr Ligue 1,22,1792,19.9,21,1,0,0,0.1,0.1,0,0,0,0,2.8,1.9,1.9,0.8,0.2,1.3,2.3,57.8,1,1.5,0.5,1.1,1.8,4.6,2.3,0.1,MF
137,Hicham Boudaoui,2.8,2024-2025,24,dz ALG,Nice,fr Ligue 1,29,2435,27.1,27,2,0,0.1,0.1,0.2,0.1,0,0,0,2.8,1.9,1,1.4,0.4,1.1,2,58.5,0.8,1.5,0.4,1.1,0.8,3.6,1.7,0,MF
138,Elisha Owusu,2.8,2024-2025,26,gh GHA,Auxerre,fr Ligue 1,28,2344,26,28,0,0,0,0.1,0.2,0,0,0,0,2.8,1.6,1.1,1.5,0.2,1.2,1.8,64.6,0.7,1.3,0.3,0.9,1.6,4.4,1.3,0,MF
139,Lilian Raolisoa,2.8,2024-2025,24,fr FRA,Angers,fr Ligue 1,29,1318,14.6,14,15,1,0,0.2,0.2,0,0,0,0,2.8,1.6,1.6,0.9,0.3,1.2,2.6,44.7,1.4,0.8,0.1,0.6,1,3.8,3.1,0,"DF,FW"
140,Jean-Daniel Akpa-Akpro,2.8,2024-2025,31,ci CIV,Monza,it Serie A,14,966,10.7,12,2,0,0,0,0,0,0,0,0,2.8,1.7,1.4,1.3,0.1,0.8,2,42.9,1.1,1.8,0.6,1.2,1.2,4,1.5,0.1,MF
141,Yeremi Pino,2.8,2024-2025,21,es ESP,Villarreal,es La Liga,34,1934,21.5,25,9,1,0.2,0.3,0.5,0.2,0,0,0,2.8,1.5,0.9,1.5,0.4,1.5,3,49.2,1.5,1.8,0.1,1.6,0.4,3.2,0.8,0,"MF,FW"
142,Jaden Philogene Bidace,2.8,2024-2025,22,eng ENG,2 Teams,eng Premier League,21,806,9,7,14,4,0.2,0,0.2,0.2,0,0,0,2.8,1.3,1.1,1.5,0.2,1.3,2.3,57.1,1,1.8,0.1,1.7,1.5,4.2,1.2,0.2,"FW,MF"
143,Kamory Doumbia,2.8,2024-2025,21,ml MLI,Brest,fr Ligue 1,30,1322,14.7,13,17,1,0.2,0.1,0.3,0.2,0,0,0,2.8,2,1.2,1.2,0.5,1,2.1,45.2,1.2,1.2,0.1,1.1,1.9,4.7,0.9,0.1,"MF,FW"
144,Nicolás Valentini,2.8,2024-2025,23,ar ARG,2 Teams,it Serie A,14,1129,12.5,13,1,5,0,0,0,0,0,0,0,2.8,1.8,1.8,1,0.1,1.6,2.5,64.5,0.9,1.2,0.6,0.6,1.2,4,7.7,0,DF
145,Tanguy Ndombele,2.8,2024-2025,27,fr FRA,Nice,fr Ligue 1,18,1131,12.6,12,6,1,0.1,0.2,0.2,0.1,0,0,0,2.8,1.8,0.8,1.7,0.3,1,1.6,60,0.6,0.7,0,0.7,1.1,3.9,0.7,0,MF
146,Senny Mayulu,2.8,2024-2025,18,fr FRA,Paris S-G,fr Ligue 1,20,808,9,8,12,9,0.2,0.2,0.4,0.2,0,0,0,2.8,1.8,0.9,1.6,0.3,0.9,1.6,57.1,0.7,0.9,0.3,0.6,0.6,3.3,1.3,0,MF
147,Djibril Sidibé,2.8,2024-2025,32,fr FRA,Toulouse,fr Ligue 1,28,2101,23.3,24,4,0,0,0.1,0.1,0,0,0,0,2.8,1.5,1.5,0.9,0.4,1.3,2.1,62,0.8,0.5,0.1,0.3,0.9,3.6,2.7,0,DF
148,Ashley Young,2.8,2024-2025,39,eng ENG,Everton,eng Premier League,32,1875,20.8,19,13,4,0,0.1,0.2,0,0,0,0,2.8,1.6,1.2,1.2,0.4,1.7,2.7,61.4,1.1,0.7,0.2,0.5,1.2,4,3.1,0.1,DF
149,Sergi Altimira,2.8,2024-2025,22,es ESP,Betis,es La Liga,32,1972,21.9,22,10,6,0,0,0,0,0,0,0,2.8,1.7,0.8,1.7,0.3,1.6,2.7,60,1.1,1.3,0,1.2,1.1,3.9,2,0.1,MF
150,Nicolò Rovella,2.8,2024-2025,22,it ITA,Lazio,it Serie A,33,2718,30.2,31,2,2,0,0.1,0.1,0,0,0,0,2.8,1.7,1.3,1.3,0.2,1.4,2.6,51.9,1.3,0.6,0.1,0.5,1.6,4.3,1.5,0.1,MF
151,Ali Abdi,2.8,2024-2025,30,tn TUN,Nice,fr Ligue 1,25,1393,15.5,17,8,1,0.3,0.1,0.5,0.3,0,0,0,2.8,1.6,1.2,0.9,0.7,1.8,2.8,65.1,1,1.3,0.4,0.9,1.3,4.1,2.4,0,"DF,MF"
152,Azor Matusiwa,2.8,2024-2025,26,nl NED,Rennes,fr Ligue 1,29,2078,23.1,23,6,2,0,0.1,0.2,0,0,0,0,2.8,1.7,1.4,1.3,0.1,1.4,1.9,74.4,0.5,1.3,0.4,0.8,1.5,4.2,2.3,0,MF
153,Juan Bernat,2.8,2024-2025,31,es ESP,2 Teams,es La Liga,24,911,10.1,10,14,10,0,0.2,0.2,0,0,0,0,2.8,2,1.6,0.6,0.6,1.1,1.7,64.7,0.6,1.2,0.4,0.8,0.3,3.1,1.6,0,"DF,MF"
154,Alejandro Francés,2.8,2024-2025,21,es ESP,Girona,es La Liga,18,1173,13,13,5,18,0,0,0,0,0,0,0,2.8,1.8,1.7,1,0.1,2.1,3.1,70,0.9,1.3,0.6,0.7,1.3,4.1,4,0,DF
155,Louis Leroux,2.8,2024-2025,18,fr FRA,Nantes,fr Ligue 1,16,816,9.1,8,8,12,0.2,0.1,0.3,0.2,0,0,0,2.8,2,1.1,1.3,0.3,1.8,2.4,72.7,0.7,2.4,0.2,2.2,0.9,3.6,2.1,0.1,"MF,DF"
156,Mateus Fernandes,2.8,2024-2025,20,pt POR,Southampton,eng Premier League,36,2909,32.3,34,2,0,0.1,0.1,0.2,0.1,0,0,0,2.8,1.5,1.4,0.9,0.5,1,2.2,45.8,1.2,1.3,0.2,1.1,0.9,3.6,1.1,0.2,MF
157,Trent Alexander-Arnold,2.7,2024-2025,25,eng ENG,Liverpool,eng Premier League,33,2365,26.3,28,5,1,0.1,0.2,0.3,0.1,0,0,0,2.7,1.9,1.7,0.7,0.3,1.9,4,46.7,2.1,1,0.3,0.6,1.2,3.9,2.1,0.2,DF
158,Dario Essugo,2.7,2024-2025,19,pt POR,Las Palmas,es La Liga,27,1938,21.5,25,2,1,0,0,0,0,0,0,0,2.7,2.1,1.3,1.2,0.2,1.3,2.1,60.9,0.8,1.3,0.5,0.8,2,4.7,2.2,0.3,MF
159,Jordan Amavi,2.7,2024-2025,30,fr FRA,Brest,fr Ligue 1,11,790,8.8,8,3,9,0,0,0,0,0,0,0,2.7,1.9,1.1,1.3,0.3,1.7,2.4,71.4,0.7,1.1,0.2,0.9,0.8,3.5,2.1,0,DF
160,Lucas Tousart,2.7,2024-2025,27,fr FRA,Union Berlin,de Bundesliga,15,561,6.2,6,9,11,0,0.2,0.2,0,0,0,0,2.7,1.4,1,1.4,0.3,0.8,1.9,41.7,1.1,1.8,0.6,1.1,1.1,3.9,4.3,0,MF
161,Aleksandar Sedlar,2.7,2024-2025,32,rs SRB,Alavés,es La Liga,9,594,6.6,7,2,25,0,0,0,0,0,0,0,2.7,1.5,1.1,1.7,0,1.2,1.5,80,0.3,0.3,0.2,0.2,1.5,4.2,3.6,0.2,DF
162,Saúl Ñíguez,2.7,2024-2025,29,es ESP,Sevilla,es La Liga,24,1553,17.3,17,7,2,0.1,0.3,0.4,0.1,0,0,0,2.7,1.9,0.9,1.4,0.4,0.7,1.8,38.7,1.1,1.4,0.1,1.3,1.3,4,2,0,MF
163,Ruben Aguilar,2.7,2024-2025,31,fr FRA,Lens,fr Ligue 1,16,1124,12.5,13,3,3,0.1,0.2,0.2,0.1,0,0,0,2.7,1.4,1.4,1,0.4,1.9,3.1,61.5,1.2,2,0.2,1.8,1,3.8,1.8,0,"DF,MF"
164,Nicolas Pallois,2.7,2024-2025,36,fr FRA,Nantes,fr Ligue 1,26,2017,22.4,23,3,6,0,0.1,0.1,0,0,0,0,2.7,1.2,2,0.6,0.2,1.7,2.8,58.7,1.2,2.1,0.8,1.3,1.2,4,7.3,0.1,DF
165,Lesley Ugochukwu,2.7,2024-2025,20,fr FRA,Southampton,eng Premier League,26,1655,18.4,18,8,6,0.1,0.1,0.1,0.1,0,0,0,2.7,1.3,0.9,1.6,0.2,1,2,50,1,1.5,0.5,0.9,0.8,3.5,1.3,0.1,MF
166,Khalil Fayad,2.7,2024-2025,20,fr FRA,Montpellier,fr Ligue 1,20,1028,11.4,10,10,1,0,0,0,0,0,0,0,2.7,1.4,1.1,1.5,0.2,1.3,2.5,53.6,1.1,1.6,0.1,1.5,0.9,3.6,1.3,0.1,"MF,FW"
167,Daichi Kamada,2.7,2024-2025,27,jp JPN,Crystal Palace,eng Premier League,34,1564,17.4,15,19,1,0,0,0,0,0,0,0,2.7,1.7,1.1,1.4,0.2,0.8,2.4,34.1,1.6,1.3,0.3,1,1,3.7,0.8,0,MF
168,Yasin Ayari,2.7,2024-2025,20,se SWE,Brighton,eng Premier League,34,1965,21.8,22,12,2,0.1,0,0.1,0.1,0,0,0,2.7,1.5,0.7,1.4,0.6,1.2,2.6,46.4,1.4,1.1,0.3,0.8,0.9,3.6,1.2,0,MF
169,Antonee Robinson,2.7,2024-2025,26,us USA,Fulham,eng Premier League,36,3167,35.2,35,1,0,0,0.3,0.3,0,0,0,0,2.7,1.7,1.6,0.9,0.2,1.3,2.7,47.4,1.4,1.2,0.3,1,1.8,4.5,3.8,0.1,DF
170,Óscar Valentín,2.7,2024-2025,29,es ESP,Rayo Vallecano,es La Liga,34,1835,20.4,18,16,2,0,0,0,0,0,0,0,2.7,2,1,1,0.7,1.6,3.7,43.4,2.1,1.8,0.4,1.4,1,3.7,2.5,0.1,MF
171,Nicolás Tagliafico,2.7,2024-2025,31,ar ARG,Lyon,fr Ligue 1,24,1902,21.1,22,2,3,0.1,0,0.2,0.1,0,0,0,2.7,1.8,1.1,1,0.5,1.4,2.3,60.4,0.9,1.2,0.3,0.9,1.7,4.4,2.6,0,DF
172,Stefan Bajcetic,2.7,2024-2025,19,es ESP,Las Palmas,es La Liga,14,969,10.8,12,2,1,0.1,0,0.1,0.1,0,0,0,2.7,1.3,1.2,1.2,0.3,1.1,2.6,42.9,1.5,2.3,0.4,2,1.4,4.1,2.4,0.1,"MF,DF"
173,Douglas,2.7,2024-2025,27,br BRA,Nantes,fr Ligue 1,28,2307,25.6,28,0,2,0.2,0.1,0.2,0.2,0,0,0,2.7,1.6,1.1,1.2,0.4,1,1.7,59.1,0.7,2,0.4,1.6,1.2,3.9,1.8,0,MF
174,Emil Holm,2.7,2024-2025,24,se SWE,Bologna,it Serie A,21,1137,12.6,12,9,9,0.1,0.1,0.2,0.1,0,0,0,2.7,1.7,1.3,1.1,0.2,1.6,2.5,64.5,0.9,1.5,0.3,1.2,0.8,3.5,4,0.1,DF
175,Francisco Perez,2.7,2024-2025,21,es ESP,Valencia,es La Liga,26,570,6.3,4,22,5,0,0,0,0,0,0,0,2.7,1.9,1.1,1.3,0.3,1.6,2.5,62.5,0.9,1.3,0.2,1.1,0.5,3.2,0.9,0,"FW,MF"
176,Gideon Mensah,2.7,2024-2025,26,gh GHA,Auxerre,fr Ligue 1,29,2280,25.3,26,3,0,0,0,0,0,0,0,0,2.7,1.8,1.5,0.8,0.4,1.3,2.6,50,1.3,1.1,0.2,0.9,2,4.7,3.3,0,DF
177,Youssef Maleh,2.7,2024-2025,25,ma MAR,Empoli,it Serie A,22,1510,16.8,17,5,1,0,0.1,0.1,0,0,0,0,2.7,1.4,1,1.4,0.3,1,2,50,1,1.5,0.4,1.1,1,3.6,1.5,0,MF
178,Kosta Nedeljkovi?,2.7,2024-2025,18,rs SRB,2 Teams,2 Comps,15,605,6.7,6,9,15,0,0,0,0,0,0,0,2.7,1.9,0.9,1.3,0.4,1.2,1.9,61.5,0.7,1,0.6,0.4,0.3,3,2.5,0,DF
179,João Palhinha,2.7,2024-2025,29,pt POR,Bayern Munich,de Bundesliga,17,673,7.5,6,11,6,0,0,0,0,0,0,0,2.7,1.9,0.8,1.5,0.4,1.5,2.1,68.8,0.7,1.7,0.1,1.6,0.5,3.2,1.2,0.1,MF
180,Geoffrey Kondogbia,2.7,2024-2025,31,cf CTA,Marseille,fr Ligue 1,25,2020,22.4,22,3,0,0,0,0,0,0,0,0,2.7,1.7,1.4,1.2,0.1,1.2,1.5,79.4,0.3,1,0.3,0.8,1,3.7,2.9,0.2,"DF,MF"
181,Mateu Morey,2.7,2024-2025,24,es ESP,Mallorca,es La Liga,16,741,8.2,8,8,17,0,0,0,0,0,0,0,2.7,2.2,1.6,0.7,0.4,1.5,2.7,54.5,1.2,1.3,0,1.3,1.8,4.5,3.9,0.2,DF
182,Carlos Baleba,2.7,2024-2025,20,cm CMR,Brighton,eng Premier League,34,2661,29.6,31,3,2,0.1,0,0.1,0.1,0,0,0,2.7,1.6,0.9,1.3,0.5,1.6,2.7,60,1.1,1.6,0.4,1.2,1.6,4.2,1.5,0,MF
183,Balthazar Pierret,2.7,2024-2025,24,fr FRA,Lecce,it Serie A,30,1723,19.1,21,9,2,0,0,0,0,0,0,0,2.7,1.6,1.3,1.2,0.2,0.7,1.6,43.3,0.9,1,0.3,0.7,1,3.7,1.6,0.1,MF
184,James Garner,2.7,2024-2025,23,eng ENG,Everton,eng Premier League,21,1594,17.7,17,4,1,0,0.1,0.1,0,0,0,0,2.7,1.8,1.4,1.1,0.1,1.4,2.3,58.5,1,1.1,0.2,0.9,1.3,4,2.1,0,"MF,DF"
185,Sael Kumbedi,2.6,2024-2025,19,fr FRA,Lyon,fr Ligue 1,14,951,10.6,12,2,12,0,0,0,0,0,0,0,2.6,1.3,1,1.2,0.4,1.3,1.9,70,0.6,1,0.3,0.8,0.8,3.4,3,0.1,DF
186,Djaoui Cissé,2.6,2024-2025,20,fr FRA,Rennes,fr Ligue 1,14,1121,12.5,14,0,6,0.1,0,0.1,0.1,0,0,0,2.6,1.4,1,1.2,0.5,1.3,2.1,61.5,0.8,2.3,0.3,2,1,3.7,0.9,0.1,MF
187,Tyrick Mitchell,2.6,2024-2025,24,eng ENG,Crystal Palace,eng Premier League,37,3092,34.4,37,0,1,0,0.1,0.1,0,0,0,0,2.6,1.6,1.7,0.8,0.2,0.7,1.3,54.3,0.6,2,0.3,1.6,0.6,3.2,3.1,0.1,DF
188,Abel Bretones,2.6,2024-2025,23,es ESP,Osasuna,es La Liga,35,2074,23,20,15,3,0.1,0,0.1,0.1,0,0,0,2.6,1.6,1.2,1.1,0.3,1.7,2.7,61.9,1,1.3,0.2,1.1,0.8,3.4,2.8,0.1,DF
189,Lamare Bogarde,2.6,2024-2025,20,nl NED,Aston Villa,eng Premier League,8,476,5.3,5,3,14,0,0,0,0,0,0,0,2.6,1.1,1.1,1.1,0.4,1.9,3,62.5,1.1,0.9,0.6,0.4,0.2,2.8,2.5,0,"DF,MF"
190,Yangel Herrera,2.6,2024-2025,26,ve VEN,Girona,es La Liga,29,2257,25.1,27,2,1,0.2,0.1,0.3,0.2,0,0,0,2.6,1.6,1.2,1.1,0.3,1.2,2.4,50.8,1.2,1,0.3,0.6,1.2,3.9,2,0.1,MF
191,Boubakar Kouyaté,2.6,2024-2025,27,ml MLI,Montpellier,fr Ligue 1,11,756,8.4,8,3,7,0,0,0,0,0,0,0,2.6,2,1.9,0.7,0,1.3,2.3,57.9,1,2,1.3,0.7,1.4,4,6.4,0,DF
192,Oscar Højlund,2.6,2024-2025,19,dk DEN,Eint Frankfurt,de Bundesliga,20,722,8,7,13,3,0.1,0,0.1,0.1,0,0,0,2.6,1.5,1,1.1,0.5,1,2,50,1,1.9,0.9,1,0.6,3.2,1.4,0.1,MF
193,Nicolas Pays,2.6,2024-2025,20,fr FRA,Montpellier,fr Ligue 1,9,447,5,4,5,2,0,0,0,0,0,0,0,2.6,1.2,0.6,0.8,1.2,0.8,1.6,50,0.8,0.2,0,0.2,0.8,3.4,0.4,0,"FW,MF"
194,Stefan Lainer,2.6,2024-2025,31,at AUT,Gladbach,de Bundesliga,21,757,8.4,6,15,12,0.1,0,0.1,0.1,0,0,0,2.6,1.5,1.9,0.6,0.1,1.4,1.7,85.7,0.2,1.4,0.7,0.7,1.4,4,3.6,0,DF
195,Juanlu Sánchez,2.6,2024-2025,20,es ESP,Sevilla,es La Liga,32,1722,19.1,18,14,4,0.2,0.2,0.4,0.2,0,0,0,2.6,1.8,1.5,0.8,0.4,1.8,3.1,59.3,1.3,1.4,0.1,1.3,0.9,3.5,1,0,"MF,DF"
196,Kieran Trippier,2.6,2024-2025,33,eng ENG,Newcastle Utd,eng Premier League,25,1309,14.5,14,11,6,0,0.2,0.2,0,0,0,0,2.6,1.4,1.2,1,0.4,1.5,2.5,61.1,1,0.8,0.2,0.6,0.8,3.4,3.4,0,DF
197,Saša Luki?,2.6,2024-2025,27,rs SRB,Fulham,eng Premier League,30,2344,26,28,2,0,0,0.1,0.1,0,0,0,0,2.6,1.5,0.8,1.5,0.2,0.9,2.1,41.8,1.2,0.8,0.3,0.5,1.1,3.7,1.3,0,MF
