Rk,Player,Tkl/90,Season,Age,Nation,Team,Comp,MP,Min,90s,Starts,Subs,unSub,Gls,Ast,G+A,G-PK,PK,PKatt,PKm,Tkl/90,TklW,Def 3rd,Mid 3rd,Att 3rd,Challenges Tkl,ChallengesAtt,Challenges Tkl%,Challenges Lost,Blocks,Sh Blocks,Pass Blocks,Int,Tkl+Int,Clr,Err,Pos
385,José Luis Palomino,2.2,2024-2025,34,ar ARG,Cagliari,it Serie A,18,1081,12,10,8,20,0.1,0,0.1,0.1,0,0,0,2.2,1.2,1.3,0.7,0.2,1.2,1.7,71.4,0.5,1.7,0.9,0.8,1.8,4.1,3.8,0,DF
386,Rani Khedira,2.2,2024-2025,30,de GER,Union Berlin,de Bundesliga,32,2723,30.3,31,1,1,0,0,0.1,0,0,0,0,2.2,1.3,1,1.2,0.1,0.8,1.3,63.2,0.5,1.1,0.4,0.7,1.5,3.7,1.8,0,MF
387,Antonino Gallo,2.2,2024-2025,24,it ITA,Lecce,it Serie A,31,2609,29,31,0,1,0,0.1,0.1,0,0,0,0,2.2,1.4,1.6,0.5,0.1,1.2,2.1,54.8,1,1.1,0.2,0.9,0.7,2.9,4.6,0,DF
388,Leny Yoro,2.2,2024-2025,18,fr FRA,Manchester Utd,eng Premier League,21,1165,12.9,12,9,0,0,0,0,0,0,0,0,2.2,0.8,1.5,0.7,0.1,1,1.5,68.4,0.5,0.4,0.2,0.2,1.4,3.6,3.3,0,DF
389,Warren Zaïre-Emery,2.2,2024-2025,18,fr FRA,Paris S-G,fr Ligue 1,29,2050,22.8,23,6,0,0,0.1,0.1,0,0,0,0,2.2,1.1,0.7,0.9,0.6,1,2,51.1,1,1.5,0.3,1.3,1,3.2,0.9,0.1,"MF,DF"
390,Michel Aebischer,2.2,2024-2025,27,ch SUI,Bologna,it Serie A,14,724,8,9,5,10,0,0,0,0,0,0,0,2.2,1.6,1,0.9,0.4,1.2,1.7,71.4,0.5,0.5,0.1,0.4,0.9,3.1,0.7,0,MF
391,Enzo Loiodice,2.2,2024-2025,23,fr FRA,Las Palmas,es La Liga,17,684,7.6,7,10,19,0,0,0,0,0,0,0,2.2,0.9,1.1,1.2,0,0.4,1.3,30,0.9,0.5,0.1,0.4,1.3,3.6,0.9,0.3,MF
392,Nathaniel Clyne,2.2,2024-2025,33,eng ENG,Crystal Palace,eng Premier League,13,483,5.4,5,8,24,0,0,0,0,0,0,0,2.2,1.5,1.5,0.6,0.2,1.1,2,54.5,0.9,0.7,0.4,0.4,0.6,2.8,2.6,0.2,"DF,MF"
393,Luca Netz,2.2,2024-2025,21,de GER,Gladbach,de Bundesliga,24,969,10.8,8,16,3,0,0.2,0.2,0,0,0,0,2.2,1.3,1.3,0.7,0.2,1.2,1.8,68.4,0.6,1.6,0.4,1.2,0.9,3.2,3.3,0,DF
394,Christopher Wooh,2.2,2024-2025,22,cm CMR,Rennes,fr Ligue 1,20,1456,16.2,17,3,11,0,0,0,0,0,0,0,2.2,1.2,1.3,0.8,0.1,1.1,1.7,66.7,0.6,1.4,0.5,0.9,1.4,3.6,3.9,0,DF
395,Sam Morsy,2.2,2024-2025,32,eg EGY,Ipswich Town,eng Premier League,33,2751,30.6,31,2,2,0,0,0.1,0,0,0,0,2.2,1.3,1.3,0.8,0.1,0.9,2,43.5,1.1,1.1,0.4,0.7,0.9,3.2,1.5,0.2,MF
396,Cristian Romero,2.2,2024-2025,26,ar ARG,Tottenham,eng Premier League,18,1416,15.7,18,0,3,0.1,0,0.1,0.1,0,0,0,2.2,1.8,1.7,0.5,0.1,1.3,1.9,70,0.6,1.1,0.2,1,1.3,3.6,3.6,0.1,DF
397,José Luis García Vayá,2.2,2024-2025,25,es ESP,Valencia,es La Liga,34,1742,19.4,18,16,1,0.1,0.1,0.2,0,0.1,0.1,0,2.2,1.3,1.2,0.7,0.3,1,1.7,57.6,0.7,1.2,0.3,0.9,1,3.2,2.2,0,MF
398,Remo Freuler,2.2,2024-2025,32,ch SUI,Bologna,it Serie A,37,3204,35.6,37,0,0,0,0.1,0.1,0,0,0,0,2.2,1.1,0.8,1.1,0.3,0.9,2.2,41.8,1.3,1.1,0.1,1,1.1,3.3,1.6,0,MF
399,Martín Zubimendi,2.2,2024-2025,25,es ESP,Real Sociedad,es La Liga,36,2962,32.9,33,3,0,0.1,0,0.1,0.1,0,0,0,2.2,1.1,0.9,0.9,0.4,0.9,1.3,63.6,0.5,1.3,0.5,0.8,1.3,3.6,2.4,0.1,MF
400,Romain Del Castillo,2.2,2024-2025,28,fr FRA,Brest,fr Ligue 1,26,1259,14,14,12,0,0.4,0.3,0.7,0.2,0.2,0.3,0.1,2.2,1.6,0.6,0.9,0.6,1.4,2.3,59.4,0.9,1.1,0,1.1,0.4,2.6,0.4,0,FW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
