,,,,,,,,Playing Time,,,,,,Performance,,,,,,,Total,,,,,,,,,,Short,,,Medium,,,Long,,,
983,Rubén García,33.7,2024-2025,31,es ESP,Osasuna,es La Liga,36,2413,26.8,30,6,0,0.2,0.2,0.4,0.2,0,0,0,33.7,45.3,74.3,1.8,2.9,1.2,0.6,4.2,590.3,148.6,16.4,19.4,84.8,11.3,14.2,79.5,4.4,7.8,56.9,"FW,MF"
984,Abel Bretones,33.7,2024-2025,23,es ESP,Osasuna,es La Liga,35,2074,23,20,15,3,0.1,0,0.1,0.1,0,0,0,33.7,46.5,72.5,0.7,2.5,0.8,0.6,3.3,559.7,219,16.7,19.1,87.7,13.7,17.4,78.6,2.5,6.9,36.7,DF
985,Felix Agu,33.7,2024-2025,24,ng NGA,Werder Bremen,de Bundesliga,22,1751,19.5,21,1,2,0.2,0,0.2,0.2,0,0,0,33.7,42.3,79.7,1,1.9,1.1,0.6,2.2,532,177.6,17.3,19.5,88.7,12.5,15.3,81.9,2.6,4.2,61.7,DF
986,Rocco Reitz,33.6,2024-2025,22,de GER,Gladbach,de Bundesliga,27,1830,20.3,21,6,0,0.1,0,0.1,0.1,0,0,0,33.6,43.2,77.9,0.8,3.4,0.8,0.2,4.5,579.6,206,15.8,18,87.5,13.4,16.4,81.7,3.4,5.7,60.3,MF
987,Mateus Fernandes,33.6,2024-2025,20,pt POR,Southampton,eng Premier League,36,2909,32.3,34,2,0,0.1,0.1,0.2,0.1,0,0,0,33.6,42.1,79.9,1.1,3,0.8,0.2,4.5,569.5,135.2,15.8,17.9,87.9,12.8,14.9,85.9,3.4,6.1,56.1,MF
988,Kialonda,33.6,2024-2025,26,ao ANG,Lecce,it Serie A,24,2144,23.8,24,0,5,0,0,0,0,0,0,0,33.6,38.9,86.5,0.3,1.2,0,0,1.4,720.4,232.5,8.8,9.6,91.7,19.3,21.1,91.5,5.3,7.4,71.8,DF
989,Flavius Daniliuc,33.6,2024-2025,23,at AUT,Hellas Verona,it Serie A,18,1004,11.2,9,9,17,0,0,0,0,0,0,0,33.6,40.2,83.5,0.2,2.5,0.3,0.1,3.4,531.7,248.9,17.2,18.7,91.9,14.2,16.2,87.3,1.8,3.8,47.6,DF
990,Abdoulaye Touré,33.6,2024-2025,30,gn GUI,Le Havre,fr Ligue 1,28,2324,25.8,26,2,0,0.4,0,0.4,0.1,0.3,0.3,0,33.6,41,82,0.3,3.5,0.4,0.2,4.2,626.2,167.1,13.4,15.7,85.4,15.2,17.9,84.8,4.1,5.3,76.8,MF
991,Nathaniel Brown,33.6,2024-2025,21,de GER,Eint Frankfurt,de Bundesliga,26,1947,21.6,22,4,2,0.1,0.3,0.4,0.1,0,0,0,33.6,41.6,80.7,1.8,1.6,1,0.3,2.9,495.9,150.3,19.6,20.9,93.4,10.3,12.4,82.9,2.2,4.3,50,"DF,MF"
992,Gerard Gumbau,33.6,2024-2025,29,es ESP,Rayo Vallecano,es La Liga,22,849,9.4,7,15,15,0,0.1,0.1,0,0,0,0,33.6,44.5,75.5,1.8,3.9,0.3,0.1,4.3,570.1,174.4,16.9,19.4,86.9,12,14.6,81.9,3.6,8,45.3,MF
993,Kenan Y?ld?z,33.6,2024-2025,19,tr TUR,Juventus,it Serie A,35,2402,26.7,28,7,1,0.3,0.1,0.4,0.3,0,0,0,33.6,42.1,79.7,2.1,2.6,1.9,0.5,4.5,515.8,140.6,19.4,21.7,89.5,11.5,14.1,81.4,2,4.2,46.9,"FW,MF"
994,Daler Kuzyaev,33.5,2024-2025,31,ru RUS,Le Havre,fr Ligue 1,12,567,6.3,6,6,12,0.2,0,0.2,0.2,0,0,0,33.5,41.3,81.2,0.3,1.9,0.5,0,5.1,511.4,150.6,18.4,21.1,87.2,11.7,14.9,78.7,1.9,3.3,57.1,MF
995,Antonio Blanco,33.4,2024-2025,24,es ESP,Alavés,es La Liga,35,2727,30.3,32,3,1,0,0,0,0,0,0,0,33.4,42.2,79.3,0.5,4.7,0.6,0.3,4.8,610.5,217.6,14.1,16.6,85.3,15.2,17.7,85.8,3.5,5.9,58.3,MF
996,Jefferson Lerma,33.4,2024-2025,29,co COL,Crystal Palace,eng Premier League,33,2274,25.3,26,7,1,0,0,0,0,0,0,0,33.4,44.4,75.3,0.4,3.4,0.7,0.1,3.8,582.2,203.2,15.6,18.1,86.4,13.8,16.9,81.9,3.1,7,44.4,"MF,DF"
997,Oliver Skipp,33.4,2024-2025,23,eng ENG,Leicester City,eng Premier League,24,1129,12.5,10,14,11,0,0,0,0,0,0,0,33.4,40,83.5,0.7,2.6,0.3,0,2.8,510.1,125,17.1,19.7,86.6,13,14.2,91.6,1.7,2.9,58.3,MF
998,Leopold Querfeld,33.4,2024-2025,20,at AUT,Union Berlin,de Bundesliga,27,1747,19.4,17,10,6,0.1,0.1,0.2,0.1,0,0,0,33.4,41.3,80.8,0.5,2.7,0.3,0,2.5,696.4,296.4,11.1,12.6,88.1,16.4,17.6,93,5.4,9.7,55.9,DF
999,Giorgos Kyriakopoulos,33.4,2024-2025,28,gr GRE,Monza,it Serie A,34,2845,31.6,33,1,0,0.1,0.1,0.2,0.1,0,0,0,33.4,44.6,74.8,1.3,2.4,0.8,0.5,3.1,543.1,196.1,16.6,18.6,89.4,13.6,17,80,2.5,6.8,36.9,DF
1000,Jesús Areso,33.3,2024-2025,25,es ESP,Osasuna,es La Liga,36,3079,34.2,35,1,1,0,0.1,0.1,0,0,0,0,33.3,46,72.4,0.9,2.8,1.5,0.9,3.1,563.2,238,16.1,18.2,88.3,13.4,18.4,72.9,3,6.4,46.6,DF
