Rk,Player,Gls/90,Season,Age,Nation,Team,Comp,MP,Min,90s,Starts,Subs,unSub,Gls/90,Ast,G+A,G-PK,PK,PKatt,PKm,Pos
164,Marcus Rashford,0.4,2024-2025,26,eng ENG,2 Teams,eng Premier League,25,1422,15.8,16,9,1,0.4,0.2,0.6,0.3,0.1,0.1,0,"FW,MF"
165,Amad Diallo,0.4,2024-2025,22,ci CIV,Manchester Utd,eng Premier League,26,1901,21.1,20,6,2,0.4,0.3,0.7,0.4,0,0,0,"MF,FW"
166,Valentín Castellanos,0.4,2024-2025,25,ar ARG,Lazio,it Serie A,29,2384,26.5,28,1,2,0.4,0.1,0.5,0.3,0.1,0.1,0,FW
167,George Ilenikhena,0.4,2024-2025,17,ng NGA,Monaco,fr Ligue 1,23,717,8,6,17,5,0.4,0.3,0.6,0.4,0,0,0,FW
168,Ado Onaiwu,0.4,2024-2025,28,jp JPN,Auxerre,fr Ligue 1,31,957,10.6,9,22,2,0.4,0.1,0.5,0.4,0,0,0,"MF,FW"
169,Gerard Moreno,0.4,2024-2025,32,es ESP,Villarreal,es La Liga,17,721,8,6,11,4,0.4,0.2,0.6,0,0.4,0.4,0,FW
170,Keito Nakamura,0.4,2024-2025,24,jp JPN,Reims,fr Ligue 1,32,2649,29.4,31,1,0,0.4,0.1,0.4,0.4,0,0,0,"FW,MF"
171,Phillip Tietz,0.4,2024-2025,27,de GER,Augsburg,de Bundesliga,34,1686,18.7,19,15,0,0.4,0.1,0.5,0.3,0.1,0.1,0,FW
172,Boulaye Dia,0.4,2024-2025,27,sn SEN,Lazio,it Serie A,35,2177,24.2,27,8,2,0.4,0.1,0.5,0.4,0,0,0,"MF,FW"
173,M'Bala Nzola,0.4,2024-2025,27,ao ANG,Lens,fr Ligue 1,21,1460,16.2,16,5,1,0.4,0.1,0.4,0.4,0,0,0,FW
174,Augustine Boakye,0.4,2024-2025,23,gh GHA,Saint-Étienne,fr Ligue 1,17,733,8.1,8,9,3,0.4,0,0.4,0.4,0,0,0,"FW,MF"
175,Florian Thauvin,0.4,2024-2025,31,fr FRA,Udinese,it Serie A,25,1956,21.7,24,1,0,0.4,0.1,0.5,0.3,0,0.1,0.1,"FW,MF"
176,Edon Zhegrova,0.4,2024-2025,25,xk KVX,Lille,fr Ligue 1,12,978,10.9,12,0,0,0.4,0.1,0.5,0.4,0,0,0,"FW,MF"
177,Dominic Solanke,0.4,2024-2025,26,eng ENG,Tottenham,eng Premier League,27,2201,24.5,25,2,1,0.4,0.1,0.5,0.3,0,0,0,FW
178,Davide Frattesi,0.4,2024-2025,24,it ITA,Inter,it Serie A,28,1225,13.6,9,19,8,0.4,0.1,0.4,0.4,0,0,0,MF
179,Mateo Pellegrino,0.4,2024-2025,23,ar ARG,Parma,it Serie A,13,737,8.2,8,5,2,0.4,0.1,0.5,0.4,0,0,0,FW
180,Daniel Fila,0.4,2024-2025,21,cz CZE,Venezia,it Serie A,10,492,5.5,6,4,4,0.4,0,0.4,0.4,0,0,0,FW
181,Scott McTominay,0.4,2024-2025,27,sct SCO,2 Teams,2 Comps,36,2957,32.9,33,3,0,0.4,0.1,0.5,0.4,0,0,0,MF
182,Mohamed Amoura,0.4,2024-2025,24,dz ALG,Wolfsburg,de Bundesliga,31,2467,27.4,29,2,0,0.4,0.3,0.7,0.3,0.1,0.1,0,FW
183,Marius Bülter,0.4,2024-2025,31,de GER,Hoffenheim,de Bundesliga,25,1729,19.2,22,3,0,0.4,0.1,0.5,0.4,0,0,0,"FW,DF"
184,Marco Brescianini,0.4,2024-2025,24,it ITA,Atalanta,it Serie A,29,991,11,9,20,5,0.4,0.2,0.5,0.4,0,0,0,MF
185,Javi Puado,0.4,2024-2025,26,es ESP,Espanyol,es La Liga,35,2974,33,35,0,0,0.4,0.1,0.5,0.2,0.2,0.2,0,"FW,MF"
186,Sammie Szmodics,0.4,2024-2025,28,ie IRL,Ipswich Town,eng Premier League,20,992,11,13,7,2,0.4,0,0.4,0.4,0,0,0,"FW,MF"
187,Roberto Férnandez,0.4,2024-2025,22,es ESP,Espanyol,es La Liga,19,1497,16.6,18,1,0,0.4,0,0.4,0.4,0,0,0,FW
188,Mikel Oyarzabal,0.4,2024-2025,27,es ESP,Real Sociedad,es La Liga,35,2250,25,28,7,2,0.4,0.1,0.5,0.2,0.2,0.2,0,FW
189,Mostafa Mohamed,0.4,2024-2025,26,eg EGY,Nantes,fr Ligue 1,30,1252,13.9,11,19,0,0.4,0,0.4,0.4,0,0,0,FW
190,Andrej Kramari?,0.4,2024-2025,33,hr CRO,Hoffenheim,de Bundesliga,32,2767,30.7,32,0,0,0.4,0.3,0.6,0.3,0.1,0.1,0,"MF,FW"
191,Cyle Larin,0.4,2024-2025,29,ca CAN,Mallorca,es La Liga,32,1764,19.6,21,11,4,0.4,0.1,0.5,0.3,0.1,0.1,0,FW
192,Casper Tengstedt,0.4,2024-2025,24,dk DEN,Hellas Verona,it Serie A,25,1517,16.9,20,5,4,0.4,0.1,0.4,0.3,0.1,0.1,0,FW
193,Toni Martínez,0.4,2024-2025,27,es ESP,Alavés,es La Liga,28,1012,11.2,9,19,8,0.4,0,0.4,0.4,0,0,0,FW
194,André Silva,0.4,2024-2025,28,pt POR,2 Teams,de Bundesliga,15,507,5.6,4,11,16,0.4,0.4,0.7,0,0.4,0.5,0.2,FW
195,Phil Foden,0.4,2024-2025,24,eng ENG,Manchester City,eng Premier League,28,1777,19.7,20,8,5,0.4,0.1,0.5,0.4,0,0,0,"MF,FW"
196,Rayan Cherki,0.4,2024-2025,20,fr FRA,Lyon,fr Ligue 1,30,2041,22.7,22,8,0,0.4,0.5,0.8,0.4,0,0,0,"FW,MF"
197,Anastasios Douvikas,0.4,2024-2025,24,gr GRE,2 Teams,2 Comps,33,1280,14.2,12,21,3,0.4,0.2,0.6,0.4,0,0,0,FW
198,Kingsley Coman,0.4,2024-2025,28,fr FRA,Bayern Munich,de Bundesliga,28,1282,14.2,14,14,0,0.4,0.3,0.6,0.4,0,0,0,FW
199,Elye Wahi,0.4,2024-2025,21,fr FRA,2 Teams,2 Comps,21,770,8.6,8,13,5,0.4,0.1,0.5,0.2,0.1,0.1,0,FW
200,Amine Harit,0.3,2024-2025,27,ma MAR,Marseille,fr Ligue 1,13,519,5.8,8,5,6,0.3,0.7,1,0.3,0,0,0,MF
,,,,,,,,,,,,,,,,,,,,,
