,,,,,,,,Playing Time,,,,,,Performance,,,,,,,Total,,,,,,,,,,Short,,,Medium,,,Long,,,
1779,Mohamed Meité,10.3,2024-2025,16,fr FRA,Rennes,fr Ligue 1,12,544,6,5,7,4,0.3,0,0.3,0.3,0,0,0,10.3,15.6,66,0.8,0.5,0.5,0,1,129.2,30.4,6,8.4,70.6,2,3.5,57.1,0.8,1,83.3,FW
1780,Zito Luvumbo,10.1,2024-2025,22,ao ANG,Cagliari,it Serie A,26,1606,17.8,19,7,2,0.1,0.1,0.2,0.1,0,0,0,10.1,16.9,59.9,1,0.9,0.7,0.4,1.7,155.1,48.4,5.8,7.7,75.4,3.3,5.8,56.7,0.7,1.6,42.9,"FW,MF"
1781,Dominic Calvert-Lewin,10.1,2024-2025,27,eng ENG,Everton,eng Premier League,26,1609,17.9,19,7,0,0.2,0.1,0.2,0.2,0,0,0,10.1,16.2,62.6,0.4,1.1,0.3,0.1,1.1,118.2,27.9,7.3,10.5,69.5,2.1,3.5,58.7,0.2,0.4,37.5,FW
1782,Mamadou Sylla,10.1,2024-2025,30,sn SEN,Valladolid,es La Liga,29,1583,17.6,17,12,6,0.3,0.1,0.3,0.1,0.2,0.2,0,10.1,16,62.8,0.8,0.7,0.3,0,1.3,152.1,23.9,5.9,8,73.6,3.4,5.3,63.4,0.5,0.8,64.3,"FW,MF"
1783,Orri Steinn Óskarsson,9.9,2024-2025,19,is ISL,Real Sociedad,es La Liga,23,944,10.5,9,14,2,0.3,0,0.3,0.3,0,0,0,9.9,18.8,52.8,0.5,0.4,0.3,0.1,0.9,110.4,17,6.9,10.8,63.7,2.1,3.6,57.9,0,0.6,0,FW
1784,Juanmi Latasa,9.9,2024-2025,23,es ESP,Valladolid,es La Liga,28,1398,15.5,14,14,3,0.2,0,0.2,0.2,0,0,0,9.9,16.7,59.2,0.8,0.7,0.3,0.1,1.1,148.8,27,5.7,8.3,69,2.8,5.3,51.8,0.7,1.2,57.9,FW
1785,Jean-Philippe Mateta,9.9,2024-2025,27,fr FRA,Crystal Palace,eng Premier League,37,2648,29.4,33,4,0,0.5,0.1,0.5,0.4,0.1,0.1,0,9.9,15.2,65.1,1,1.2,0.5,0.1,1.8,130.8,34.5,6,7.9,75.9,2.8,4.4,63.8,0.2,0.8,30.4,FW
1786,Roberto Piccoli,9.9,2024-2025,23,it ITA,Cagliari,it Serie A,37,3127,34.7,37,0,0,0.3,0,0.3,0.3,0,0,0,9.9,14.9,66.3,0.4,0.9,0.2,0,1.1,135.3,23.7,6,8.2,72.6,3.3,4.4,75.7,0.2,0.4,53.3,FW
1787,Akor Adams,9.8,2024-2025,24,ng NGA,2 Teams,2 Comps,19,1209,13.4,14,5,1,0.2,0.1,0.3,0.2,0,0,0,9.8,15.3,64.1,0.9,0.8,0.1,0,0.8,139.5,18.3,6,8.4,71.7,2.9,4.3,67.2,0.4,1.1,40,FW
1788,Alejo Véliz,9.7,2024-2025,20,ar ARG,Espanyol,es La Liga,27,1127,12.5,10,17,11,0.1,0,0.1,0.1,0,0,0,9.7,14.9,65.2,0.2,0.7,0,0,0.6,128.4,14.5,6.3,8.5,74.5,2.2,3.7,60.9,0.6,1,66.7,FW
1789,Milan ?uri?,9.7,2024-2025,34,ba BIH,2 Teams,it Serie A,27,1538,17.1,16,11,3,0.3,0.1,0.4,0.3,0,0,0,9.7,20.5,47.4,0.3,1.1,0.3,0,1.6,114.3,34.9,6,11.8,50.5,2.2,5.3,41.8,0.2,0.4,66.7,FW
1790,Chris Wood,9.6,2024-2025,32,nz NZL,Nott'ham Forest,eng Premier League,36,2959,32.9,35,1,0,0.6,0.1,0.7,0.5,0.1,0.1,0,9.6,14.9,64.3,0.7,0.6,0.4,0,1.3,134.9,31,5.7,8.3,68.4,2.7,4.1,65.7,0.6,0.8,73.1,FW
1791,Evanilson,9.5,2024-2025,24,br BRA,Bournemouth,eng Premier League,31,2319,25.8,28,3,1,0.4,0,0.4,0.4,0,0,0,9.5,13.3,71.3,1,0.5,0.2,0,1.1,117.9,24.1,6,7.8,76.2,2.1,2.8,75,0.4,0.6,68.8,FW
1792,Chuba Akpom,9.4,2024-2025,28,eng ENG,Lille,fr Ligue 1,14,639,7.1,6,8,0,0.4,0.1,0.6,0.3,0.1,0.3,0.1,9.4,13.9,67.7,0.7,0.1,0.6,0,1,115.8,19.4,6.2,7.6,81.5,1.7,3,57.1,0.4,0.6,75,FW
1793,George Hirst,9.4,2024-2025,25,sct SCO,Ipswich Town,eng Premier League,26,661,7.3,5,21,0,0.4,0.1,0.5,0.4,0,0,0,9.4,16.6,56.6,0.5,0.1,0.5,0,1.8,106.9,25.6,6.7,9.8,68.1,1.8,3.5,50,0.1,0.4,33.3,FW
1794,Dailon Livramento,9.3,2024-2025,23,cv CPV,Hellas Verona,it Serie A,29,940,10.4,8,21,7,0.1,0.1,0.2,0.1,0,0,0,9.3,17.2,53.9,0.8,0.9,0.3,0.1,1.2,127.3,27,5.5,8.6,63.3,2.6,4.2,61.4,0.4,1.1,36.4,"FW,MF"
1795,Lorenzo Lucca,9.2,2024-2025,23,it ITA,Udinese,it Serie A,33,2353,26.1,27,6,0,0.5,0,0.5,0.4,0,0,0,9.2,14.3,64,0.5,0.7,0,0,0.7,144.3,15.5,4.3,7,61.5,3.4,4.5,76.1,0.8,1,74.1,FW
1796,Beto,9.2,2024-2025,26,gw GNB,Everton,eng Premier League,30,1534,17,15,15,8,0.5,0,0.5,0.5,0,0,0,9.2,15.7,58.2,0.7,0.4,0.5,0.1,0.9,120.9,16.5,5.4,8,67.2,2.6,4.9,53,0.4,0.5,77.8,FW
1797,Diego,9.1,2024-2025,24,es ESP,Leganés,es La Liga,28,1195,13.3,13,15,6,0.2,0,0.2,0.2,0,0,0,9.1,14.5,63,0.5,0.6,0.2,0.1,1.2,126.5,24.3,4.7,6.7,69.7,3.2,5.1,61.8,0.5,0.9,50,FW
1798,Cristhian Stuani,8.9,2024-2025,37,uy URU,Girona,es La Liga,32,1078,12,6,26,6,0.9,0.2,1.1,0.7,0.3,0.3,0,8.9,12.9,69.5,0.5,0.1,0.3,0,0.8,121.1,13.4,5.7,7.1,80,2.7,4.2,64,0.3,0.7,37.5,FW
1799,Bojan Miovski,8.9,2024-2025,25,mk MKD,Girona,es La Liga,17,869,9.7,12,5,13,0.2,0.1,0.3,0.2,0,0,0,8.9,11.7,76.1,0.4,0.2,0.1,0.1,0.4,130.5,11,5.1,6,84.5,3.4,4.3,78.6,0.3,0.3,100,FW
1800,Phil Harres,8.7,2024-2025,22,de GER,Holstein Kiel,de Bundesliga,26,1544,17.2,17,9,1,0.5,0.1,0.5,0.5,0,0,0,8.7,15.4,56.6,0.6,1,0.2,0.1,0.9,143.4,28.1,4.6,7.3,62.7,2.8,5,55.8,0.9,1.3,69.6,FW
