,,,,,,,,Playing Time,,,,,,Performance,,,,,,,Total,,,,,,,,,,Short,,,Medium,,,Long,,,
385,Enzo Barrenechea,48.1,2024-2025,23,ar ARG,Valencia,es La Liga,30,2191,24.3,26,4,2,0,0.1,0.1,0,0,0,0,48.1,55.5,86.5,0.6,5.9,0.3,0,5.2,827.3,222.7,22.8,24.9,91.3,20.1,22.2,90.6,4.3,6.3,68.6,MF
386,Konstantinos Mavropanos,48.1,2024-2025,26,gr GRE,West Ham,eng Premier League,33,2045,22.7,21,12,3,0,0,0,0,0,0,0,48.1,55.7,86.3,0.2,2.8,0.2,0,2.7,948.3,320.3,15,16.4,91.4,28.3,30.5,92.8,4.5,7.7,58,DF
387,Kevin De Bruyne,48,2024-2025,33,be BEL,Manchester City,eng Premier League,28,1702,18.9,19,9,5,0.2,0.4,0.6,0.2,0,0,0,48,63.2,75.9,3,4.7,3.1,0.7,8.3,818.9,235.5,24.3,28.4,85.5,18.3,23.7,77.1,4.8,8.4,56.6,"MF,FW"
388,Mickael Nade,48,2024-2025,25,fr FRA,Saint-Étienne,fr Ligue 1,26,2306,25.6,25,1,4,0,0.1,0.1,0,0,0,0,48,53.3,90,0.3,2.8,0.1,0,2.8,825.2,273,20.3,21.3,95.6,24.8,26.3,94.2,2.6,4.9,52.8,DF
389,Dan Burn,47.9,2024-2025,32,eng ENG,Newcastle Utd,eng Premier League,37,3330,37,37,0,0,0,0,0.1,0,0,0,0,47.9,54.2,88.4,0.2,1.4,0.2,0,2,874.2,307.4,16.8,18.7,89.7,27.8,29.4,94.6,3,4.9,60.8,DF
390,Odilon Kossounou,47.9,2024-2025,23,ci CIV,2 Teams,2 Comps,18,1125,12.5,12,6,3,0,0,0,0,0,0,0,47.9,54.3,88.2,0.1,4.2,0.2,0,3.7,850,287,20.5,22.2,92.1,22.4,24.6,90.9,4.2,5.8,72.6,DF
391,Tyrone Mings,47.9,2024-2025,31,eng ENG,Aston Villa,eng Premier League,14,1120,12.4,12,2,13,0,0,0,0,0,0,0,47.9,54.3,88.2,0.2,3.9,0.4,0,3.2,855.2,270.3,18.8,20.6,91.4,26,27.5,94.4,2.7,5.1,53.1,DF
392,Martin Ødegaard,47.9,2024-2025,25,no NOR,Arsenal,eng Premier League,30,2325,25.8,26,4,0,0.1,0.3,0.4,0.1,0,0,0,47.9,58,82.5,2.4,5.1,3.3,0.2,10,744.7,211.4,26.2,29,90.5,17.4,20,86.8,3.1,5.7,54.8,MF
393,Marcos Llorente,47.9,2024-2025,29,es ESP,Atlético Madrid,es La Liga,33,2513,27.9,28,5,0,0.1,0.1,0.2,0.1,0,0,0,47.9,56,85.5,1,3.2,0.9,0.5,4,719.6,203.9,26.7,28.8,92.8,16.4,18.9,87.1,2.9,4.4,65,"DF,MF"
394,Aritz Elustondo,47.9,2024-2025,30,es ESP,Real Sociedad,es La Liga,22,1457,16.2,16,6,8,0,0,0,0,0,0,0,47.9,56,85.4,0.2,3.6,0.1,0,3.2,904.6,301.4,17.7,18.7,94.4,25.1,27.7,90.4,4.6,7.8,59.1,DF
395,Remo Freuler,47.9,2024-2025,32,ch SUI,Bologna,it Serie A,37,3204,35.6,37,0,0,0,0.1,0.1,0,0,0,0,47.9,54.6,87.7,1,5.7,0.7,0.1,5.8,806.2,206.2,21.5,23.3,92.4,22.1,24.3,91,3.2,4.9,64.6,MF
396,Caio Henrique Oliveira Silva,47.8,2024-2025,27,br BRA,Monaco,fr Ligue 1,27,1929,21.4,21,6,6,0,0.3,0.3,0,0,0,0,47.8,64.5,74.1,1.6,3.9,1.8,0.6,4.8,756.8,269.3,26.5,29.5,89.9,16.7,22.2,75.4,3.6,9.6,37.6,DF
397,Florian Grillitsch,47.8,2024-2025,28,at AUT,2 Teams,2 Comps,21,1224,13.6,15,6,1,0,0,0,0,0,0,0,47.8,56.3,84.9,1,5,0.7,0.1,6,916.9,249.3,18.5,20.1,92,21.8,24,90.8,6.2,9.5,65.9,MF
398,Pedro Porro,47.8,2024-2025,24,es ESP,Tottenham,eng Premier League,33,2610,29,28,5,5,0.1,0.2,0.3,0.1,0,0,0,47.8,65.2,73.2,2,4.3,2,0.9,5.3,836.4,331.1,23.2,26.5,87.6,18.7,23.4,79.6,4.9,11.3,43.4,DF
399,Alidu Seidu,47.7,2024-2025,24,gh GHA,Rennes,fr Ligue 1,11,803,8.9,10,1,0,0,0,0,0,0,0,0,47.7,58.1,82.2,0.6,3.7,0.9,0,4.6,823.8,249.2,21.2,23.1,91.7,21.9,25.4,85.9,3.8,7.1,54,DF
400,Jack Grealish,47.7,2024-2025,28,eng ENG,Manchester City,eng Premier League,20,721,8,7,13,12,0.1,0.1,0.2,0.1,0,0,0,47.7,54.4,87.6,3,2.9,2,0,6.5,709.6,123.1,30.8,33.1,93.2,14.4,16.4,87.8,2.2,3.2,69.2,"FW,MF"
