Rk,Player,Season,Age,Nation,Team,Comp,Tkl/90,TklW,Def 3rd,Mid 3rd,Att 3rd,Challenges Tkl,ChallengesAtt,Challenges Tkl%,Challenges Lost,Blocks,Sh Blocks,Pass Blocks,Int,Tkl+Int,Clr,Err,Pos
1143,Samuele Birindelli,2024-2025,25,it ITA,Monza,it Serie A,1.3,0.9,0.8,0.2,0.3,0.4,0.9,42.9,0.5,0.9,0.1,0.8,0.6,2,2.1,0.1,"DF,MF"
1144,Igor Zubeldia,2024-2025,27,es ESP,Real Sociedad,es La Liga,1.3,0.9,0.8,0.4,0.1,0.6,1,53.8,0.5,1.3,0.7,0.6,1.2,2.6,4,0.1,DF
1145,Catena,2024-2025,29,es ESP,Osasuna,es La Liga,1.3,0.8,1,0.3,0.1,0.8,1.3,61.4,0.5,1.2,0.7,0.4,1,2.4,6.5,0.1,DF
1146,Albert Sambi Lokonga,2024-2025,24,be BEL,Sevilla,es La Liga,1.3,0.9,0.6,0.6,0.2,0.6,0.9,71.4,0.2,0.8,0.1,0.7,0.6,1.9,1.5,0.2,MF
1147,Andreas Skov Olsen,2024-2025,24,dk DEN,Wolfsburg,de Bundesliga,1.3,1,0.8,0.5,0,0.7,0.7,100,0,0.7,0,0.7,0.3,1.7,2,0,"FW,MF"
1148,Logan Costa,2024-2025,23,cv CPV,2 Teams,2 Comps,1.3,0.7,0.8,0.5,0,0.8,1,83.3,0.2,0.9,0.5,0.4,0.8,2.1,4,0.1,DF
1149,David Zec,2024-2025,24,si SVN,Holstein Kiel,de Bundesliga,1.3,0.6,1,0.4,0,0.8,1.2,65,0.4,1.9,1.1,0.8,1,2.3,5.4,0.2,DF
1150,Levi Colwill,2024-2025,21,eng ENG,Chelsea,eng Premier League,1.3,1,0.7,0.5,0.1,0.5,0.8,66.7,0.3,1.1,0.7,0.3,0.9,2.3,3.4,0.1,DF
1151,Wout Faes,2024-2025,26,be BEL,Leicester City,eng Premier League,1.3,0.8,0.8,0.4,0.1,0.8,1.5,52.1,0.7,1.5,1.1,0.4,0.8,2.2,5.9,0.1,DF
1152,Cedric Zesiger,2024-2025,26,ch SUI,2 Teams,de Bundesliga,1.3,0.8,0.7,0.6,0.1,0.7,1.3,56,0.6,1.2,0.8,0.4,1.2,2.6,6.4,0.1,DF
1153,Issa Doumbia,2024-2025,20,it ITA,Venezia,it Serie A,1.3,0.8,0.6,0.7,0.1,0.7,1.6,41.2,1,1.6,0.5,1.2,0.9,2.2,1.3,0.1,MF
1154,Derrick Kˆhn,2024-2025,25,gh GHA,Werder Bremen,de Bundesliga,1.3,0.7,0.5,0.7,0.2,0.7,0.9,71.4,0.3,1.4,0.3,1.1,0.7,2,1.7,0,"DF,FW"
1155,John McGinn,2024-2025,29,sct SCO,Aston Villa,eng Premier League,1.3,1,0.4,0.6,0.4,0.5,1.3,41.9,0.7,0.9,0.1,0.8,0.6,1.9,0.7,0.1,"MF,FW"
1156,Josip Staniöi?,2024-2025,24,hr CRO,Bayern Munich,de Bundesliga,1.3,1.1,0.6,0.4,0.3,0.7,1.5,46.7,0.8,1,0.6,0.4,0.6,2,3,0.1,DF
1157,Dean Huijsen,2024-2025,19,es ESP,Bournemouth,eng Premier League,1.3,1,0.7,0.6,0,0.7,1.1,62.1,0.4,1.5,1.1,0.4,1.9,3.2,7.3,0.1,DF
1158,Jorge de Frutos,2024-2025,27,es ESP,Rayo Vallecano,es La Liga,1.3,0.8,0.6,0.5,0.3,0.5,1.7,30.4,1.2,0.8,0,0.8,0.7,2,0.9,0,"FW,MF"
1159,Patric,2024-2025,31,es ESP,Lazio,it Serie A,1.3,0.9,0.9,0.4,0,0.9,1.5,60,0.6,0.4,0.3,0.1,0.4,1.8,3.3,0.1,DF
1160,MatÌas Vecino,2024-2025,32,uy URU,Lazio,it Serie A,1.3,0.7,0.3,0.9,0.1,0.4,1.8,22.2,1.4,0.9,0.3,0.6,0.5,1.8,1.5,0,MF
1161,MÎrgim Vojvoda,2024-2025,29,xk KVX,2 Teams,it Serie A,1.3,0.8,0.5,0.6,0.2,0.7,1.1,60.9,0.4,1,0.3,0.6,0.5,1.8,2.1,0,DF
1162,Can Uzun,2024-2025,18,tr TUR,Eint Frankfurt,de Bundesliga,1.3,0.5,0.1,0.5,0.7,0.7,1.3,50,0.7,1.2,0,1.2,0.1,1.5,0.4,0,"MF,FW"
1163,Sebastiano Luperto,2024-2025,27,it ITA,Cagliari,it Serie A,1.3,0.7,0.9,0.4,0,0.5,0.8,64.3,0.3,0.8,0.4,0.4,0.9,2.2,4.5,0,DF
1164,Yael Mouanga,2024-2025,19,fr FRA,Montpellier,fr Ligue 1,1.3,0.8,0.9,0.3,0.2,0.7,0.9,77.8,0.2,1.5,0.8,0.8,1,2.3,4.8,0,DF
1165,Jonathan Bamba,2024-2025,28,ci CIV,Celta Vigo,es La Liga,1.3,0.8,0.4,0.7,0.2,0.6,1.3,41.7,0.8,0.7,0,0.7,0.6,1.9,0.7,0,"FW,MF"
1166,Takumi Minamino,2024-2025,29,jp JPN,Monaco,fr Ligue 1,1.3,0.8,0.3,0.6,0.5,0.6,1.7,35.7,1.1,1,0,1,0.4,1.7,0.8,0,"MF,FW"
1167,Farid El Melali,2024-2025,27,dz ALG,Angers,fr Ligue 1,1.3,0.8,0.7,0.3,0.3,0.6,1.7,37.1,1,0.9,0,0.9,0.8,2.1,0.6,0,FW
1168,Lorenzo Pellegrini,2024-2025,28,it ITA,Roma,it Serie A,1.3,0.9,0.3,0.7,0.3,0.4,1.1,42.1,0.6,0.4,0.1,0.4,0.3,1.7,1.2,0,MF
1169,Alex Iwobi,2024-2025,28,ng NGA,Fulham,eng Premier League,1.3,0.8,0.4,0.6,0.3,0.7,1,64.7,0.4,0.8,0,0.8,0.4,1.8,0.9,0,"FW,MF"
1170,LÈo Scienza,2024-2025,25,br BRA,Heidenheim,de Bundesliga,1.3,0.9,0.8,0.4,0.2,0.5,1.4,38.9,0.9,1,0.1,0.9,0.4,1.7,0.7,0.1,"FW,MF"
1171,Andre-Frank Zambo Anguissa,2024-2025,28,cm CMR,Napoli,it Serie A,1.3,0.8,0.3,0.9,0.2,0.5,1.1,44.1,0.6,0.8,0.2,0.6,1.1,2.4,1.3,0,MF
1172,Thiago Almada,2024-2025,23,ar ARG,Lyon,fr Ligue 1,1.3,0.8,0.7,0.5,0.2,0.7,2,33.3,1.3,0.2,0,0.2,0.7,2,0.6,0.3,"MF,FW"
1173,Lamine Yamal,2024-2025,17,es ESP,Barcelona,es La Liga,1.3,0.9,0.3,0.5,0.5,0.5,1.2,42.1,0.7,0.4,0,0.4,0.5,1.8,0.1,0,FW
1174,Lukas Klostermann,2024-2025,28,de GER,RB Leipzig,de Bundesliga,1.3,0.7,0.9,0.3,0.1,0.7,1.2,58.3,0.5,1.5,0.8,0.7,1.2,2.5,7,0.1,DF
1175,Pablo MarÌ,2024-2025,30,es ESP,2 Teams,it Serie A,1.3,0.8,0.8,0.5,0,0.6,1.1,53.1,0.5,1.4,1.2,0.3,2,3.4,5.9,0.1,DF
1176,Mohammed Kudus,2024-2025,23,gh GHA,West Ham,eng Premier League,1.3,0.8,0.3,0.6,0.4,0.3,0.9,37,0.6,0.8,0,0.8,0.1,1.5,0.3,0.1,"FW,MF"
1177,Nicolas PÈpÈ,2024-2025,29,ci CIV,Villarreal,es La Liga,1.3,0.5,0.7,0.4,0.2,0.4,1,35.3,0.7,0.7,0.1,0.7,0.3,1.6,0.7,0,"FW,MF"
1178,Iker Bravo,2024-2025,19,es ESP,Udinese,it Serie A,1.3,0.8,0.4,0.7,0.3,0.7,1.2,55.6,0.5,0.5,0.1,0.4,0.1,1.5,0.5,0,"FW,MF"
1179,Jack Hinshelwood,2024-2025,19,eng ENG,Brighton,eng Premier League,1.3,0.9,0.4,0.5,0.4,0.5,1.3,40.7,0.8,0.5,0.1,0.3,0.8,2.1,1.8,0,"MF,DF"
1180,Keven Schlotterbeck,2024-2025,27,de GER,Augsburg,de Bundesliga,1.3,1.2,0.6,0.6,0.1,0.8,1.1,75,0.3,0.9,0.4,0.5,1,2.4,5.1,0.1,DF
1181,Christian Kabasele,2024-2025,33,be BEL,Udinese,it Serie A,1.3,0.7,0.8,0.5,0,0.9,1.1,78.6,0.2,1.1,0.6,0.5,1.1,2.4,5.8,0.1,DF
1182,Matheus Cunha,2024-2025,25,br BRA,Wolves,eng Premier League,1.3,0.8,0.6,0.6,0.2,0.5,1.4,33.3,0.9,0.7,0,0.7,0.6,1.9,0.8,0,"MF,FW"
1183,Abdel Abqar,2024-2025,25,ma MAR,AlavÈs,es La Liga,1.3,0.8,0.9,0.4,0,0.7,1.2,58.8,0.5,1,0.7,0.4,1.4,2.7,5.3,0,DF
1184,MatÏas SoulÈ,2024-2025,21,ar ARG,Roma,it Serie A,1.3,0.8,0.6,0.4,0.4,0.5,1.2,43.5,0.7,1.3,0.2,1.1,0.5,1.8,1.3,0,"MF,DF"
1185,David Brooks,2024-2025,27,wls WAL,Bournemouth,eng Premier League,1.3,0.6,0.2,0.7,0.4,0.2,1.5,12.5,1.3,1.7,0.2,1.5,0.5,1.8,0.8,0.1,"FW,MF"
1186,Sergi Darder,2024-2025,30,es ESP,Mallorca,es La Liga,1.3,0.9,0.5,0.5,0.3,0.6,1.5,37,1,0.6,0,0.6,0.5,1.8,0.8,0,"MF,FW"
1187,Stephan El Shaarawy,2024-2025,31,it ITA,Roma,it Serie A,1.3,1,0.3,0.5,0.5,0.5,1,50,0.5,0.3,0,0.3,0.8,2.1,1.1,0,"DF,MF"
1188,Abdoulaye Bamba,2024-2025,34,ci CIV,Angers,fr Ligue 1,1.3,0.7,1,0.2,0.1,0.8,1.1,73.7,0.3,0.8,0.5,0.4,1.1,2.4,4.7,0,DF
1189,¡lvaro Morata,2024-2025,31,es ESP,Milan,it Serie A,1.3,0.8,0.4,0.7,0.2,0.4,0.7,62.5,0.2,0.6,0.2,0.4,0.4,1.7,0.4,0,"FW,MF"
1190,Scott McTominay,2024-2025,27,sct SCO,2 Teams,2 Comps,1.3,0.8,0.4,0.8,0.1,0.5,1.1,48.6,0.6,0.7,0.2,0.5,0.7,2,1.6,0,MF
1191,Jaka Bijol,2024-2025,25,si SVN,Udinese,it Serie A,1.3,0.8,1,0.3,0,0.6,1.2,52.5,0.6,1.2,0.5,0.6,1.2,2.5,5.5,0,DF
1192,Eddie Nketiah,2024-2025,25,eng ENG,2 Teams,eng Premier League,1.3,0.7,0.6,0.3,0.3,0.6,1.1,53.8,0.5,0.9,0.1,0.8,0.3,1.6,1,0,FW
1193,AngeliÒo,2024-2025,27,es ESP,Roma,it Serie A,1.3,0.7,0.6,0.7,0.1,0.5,1,50,0.5,0.9,0.3,0.7,0.8,2.1,2.8,0,DF
1194,Alberto Moreno,2024-2025,32,es ESP,Como,it Serie A,1.3,0.6,0.9,0.4,0,0.6,1.4,46.2,0.7,0.6,0.2,0.5,0.7,2,2.1,0.1,DF
1195,Omar Alderete,2024-2025,27,py PAR,Getafe,es La Liga,1.3,0.9,0.9,0.3,0.1,0.6,0.9,66.7,0.3,1.2,0.7,0.5,1.2,2.5,7.3,0,DF
1196,Cody Gakpo,2024-2025,25,nl NED,Liverpool,eng Premier League,1.3,0.7,0.3,0.6,0.4,0.6,1.2,52,0.6,1.1,0.1,0.9,0.6,1.9,0.9,0,FW
1197,Danilo Cataldi,2024-2025,29,it ITA,2 Teams,it Serie A,1.3,0.8,0.7,0.5,0.1,0.7,1.4,51.9,0.7,0.9,0.4,0.5,1.1,2.4,1.8,0,MF
1198,Romain Faivre,2024-2025,26,fr FRA,Brest,fr Ligue 1,1.3,1,0.4,0.5,0.4,0.5,1,50,0.5,0.8,0,0.8,0.4,1.7,0.3,0.1,"MF,FW"
1199,Karol Mets,2024-2025,31,ee EST,St. Pauli,de Bundesliga,1.3,0.8,0.6,0.7,0,0.4,0.7,57.1,0.3,0.9,0.3,0.6,1.2,2.5,6,0,DF
1200,Maximilian Arnold,2024-2025,30,de GER,Wolfsburg,de Bundesliga,1.3,0.8,0.5,0.7,0.1,0.6,1.3,45.5,0.7,0.8,0.4,0.4,0.9,2.2,2.7,0.1,MF
1201,Tommaso Baldanzi,2024-2025,21,it ITA,Roma,it Serie A,1.3,0.4,0.5,0.4,0.3,0.4,1.3,33.3,0.9,0.4,0,0.4,0.6,1.9,0.9,0,"MF,FW"
1202,Jesus RodrÌguez,2024-2025,18,es ESP,Betis,es La Liga,1.3,1.1,0.5,0.5,0.3,0.4,1.5,27.8,1.1,1.3,0,1.3,0.5,1.8,0.2,0,FW
1203,Darko Lazovi?,2024-2025,33,rs SRB,Hellas Verona,it Serie A,1.3,0.6,0.3,0.9,0.1,0.7,1.7,39.3,1,1.2,0.2,1,0.7,2,2.4,0,"DF,MF"
1204,Jay Idzes,2024-2025,24,id IDN,Venezia,it Serie A,1.3,0.8,0.7,0.5,0.1,0.5,0.9,51.5,0.5,1.5,0.9,0.6,0.9,2.2,4.5,0,DF
1205,Mostafa Mohamed,2024-2025,26,eg EGY,Nantes,fr Ligue 1,1.3,0.6,0.4,0.6,0.3,0.3,0.9,33.3,0.6,0.7,0.1,0.6,0.7,2,1.9,0,FW
1206,Florian Tardieu,2024-2025,32,fr FRA,Saint-…tienne,fr Ligue 1,1.3,1,0.4,0.6,0.2,0.4,1.2,35.3,0.8,1.3,0.4,0.9,1.1,2.4,1.5,0,MF
1207,Steven Skrzybski,2024-2025,31,de GER,Holstein Kiel,de Bundesliga,1.3,0.4,0.5,0.4,0.4,0.5,1.6,29.2,1.2,1.1,0,1.1,0.7,2,0.7,0,"MF,FW"
1208,Tammy Abraham,2024-2025,26,eng ENG,2 Teams,it Serie A,1.3,0.8,0.2,0.8,0.4,0.5,0.7,66.7,0.2,1,0,1,0.2,1.4,1.2,0,FW
1209,Lassine Sinayoko,2024-2025,24,ml MLI,Auxerre,fr Ligue 1,1.3,0.8,0.4,0.5,0.4,0.4,0.9,47.8,0.5,0.6,0.1,0.5,0.5,1.8,1.5,0,"FW,MF"
1210,Bryan Mbeumo,2024-2025,24,cm CMR,Brentford,eng Premier League,1.3,0.8,0.5,0.4,0.4,0.6,0.9,60,0.4,0.7,0.1,0.6,0.4,1.7,1.4,0,FW
1211,Ko Itakura,2024-2025,27,jp JPN,Gladbach,de Bundesliga,1.3,0.9,0.7,0.5,0,0.7,1.1,61.8,0.4,1.3,0.7,0.6,0.9,2.2,5.5,0,DF
1212,Jarrad Branthwaite,2024-2025,22,eng ENG,Everton,eng Premier League,1.3,0.7,0.9,0.4,0,0.7,1,71.4,0.3,1.1,0.8,0.3,1,2.3,6.8,0.1,DF
1213,Leopold Querfeld,2024-2025,20,at AUT,Union Berlin,de Bundesliga,1.3,0.6,1.1,0.2,0,0.7,0.9,72.2,0.3,1.3,0.5,0.8,1,2.3,7.4,0.1,DF
1214,Saidou Sow,2024-2025,22,gn GUI,2 Teams,fr Ligue 1,1.3,0.8,0.9,0.3,0,0.6,1.1,54.5,0.5,1.7,1,0.6,1.4,2.7,4.1,0.1,DF
1215,Diego Llorente,2024-2025,30,es ESP,Betis,es La Liga,1.3,0.7,0.8,0.4,0,0.9,1.4,65.8,0.5,1,0.7,0.3,1.5,2.8,5.5,0,DF
1216,Weston McKennie,2024-2025,25,us USA,Juventus,it Serie A,1.3,0.5,0.7,0.4,0.2,0.5,0.9,59.1,0.4,1.1,0.3,0.8,0.5,1.8,1.4,0,"MF,DF"
1217,Piotr Zieli?ski,2024-2025,30,pl POL,Inter,it Serie A,1.3,0.9,0.6,0.6,0.1,0.6,1.2,46.2,0.6,0.9,0.5,0.5,0.6,1.8,1.2,0.1,MF
1218,Jeremie Frimpong,2024-2025,23,nl NED,Leverkusen,de Bundesliga,1.3,1,0.5,0.5,0.3,0.6,1.1,55.2,0.5,1,0,1,0.3,1.6,0.9,0,"DF,MF"
1219,Ademola Lookman,2024-2025,26,ng NGA,Atalanta,it Serie A,1.3,0.6,0.4,0.6,0.3,0.4,0.8,57.9,0.3,0.8,0,0.8,0.1,1.4,0.2,0,"MF,FW"
1220,Jan Bednarek,2024-2025,28,pl POL,Southampton,eng Premier League,1.3,0.7,0.8,0.5,0,0.6,1.1,51.6,0.5,1.7,1.3,0.4,2,3.3,6.8,0.2,DF
1221,Odilon Kossounou,2024-2025,23,ci CIV,2 Teams,2 Comps,1.3,0.9,0.6,0.5,0.2,0.5,1,46.2,0.6,1.3,0.5,0.8,1,2.3,2,0.1,DF
1222,Emmanuel Biumla,2024-2025,19,fr FRA,Angers,fr Ligue 1,1.3,0.8,0.9,0.3,0,0.8,1.2,66.7,0.4,1.2,0.5,0.7,0.5,1.8,5.7,0.1,DF
1223,Carlos Alcaraz,2024-2025,21,ar ARG,2 Teams,eng Premier League,1.3,0.6,0.6,0.3,0.3,0.3,1.3,27.3,0.9,1,0.2,0.8,0.7,2,1.2,0,MF
1224,Juan Cruz,2024-2025,24,es ESP,LeganÈs,es La Liga,1.3,0.8,0.6,0.6,0.1,0.7,1.4,48.6,0.7,0.7,0.1,0.6,0.5,1.8,1.2,0,"FW,MF"
1225,Josha Vagnoman,2024-2025,23,de GER,Stuttgart,de Bundesliga,1.3,0.7,0.5,0.6,0.1,0.8,1.7,50,0.8,0.8,0.1,0.7,0.7,2,2.8,0,"DF,MF"
1226,Randy Nteka,2024-2025,26,ao ANG,Rayo Vallecano,es La Liga,1.3,0.4,0.2,0.7,0.3,0.4,1,41.7,0.6,1,0.2,0.9,0.3,1.6,1.6,0,FW
1227,Kristjan Asllani,2024-2025,22,al ALB,Inter,it Serie A,1.3,0.3,0.7,0.4,0.2,0.7,2,36.4,1.3,0.7,0.1,0.6,0.8,2.1,1.2,0.1,MF
1228,Iv·n Balliu,2024-2025,32,al ALB,Rayo Vallecano,es La Liga,1.3,1,0.6,0.4,0.3,0.5,1.4,33.3,0.9,1.2,0.3,0.9,1,2.2,2.9,0,DF
1229,Mattia Zaccagni,2024-2025,29,it ITA,Lazio,it Serie A,1.3,0.9,0.4,0.7,0.1,0.5,1.1,50,0.5,0.6,0,0.6,1,2.2,0.7,0.1,FW
1230,Matthijs de Ligt,2024-2025,24,nl NED,Manchester Utd,eng Premier League,1.3,0.9,0.7,0.5,0,1,1.4,71.9,0.4,1.2,0.9,0.3,1.4,2.7,4.1,0,DF
1231,DodÙ,2024-2025,25,br BRA,Fiorentina,it Serie A,1.3,0.9,0.7,0.3,0.2,0.7,1.4,51,0.7,0.6,0.1,0.5,1,2.3,1.7,0.1,DF
1232,Peque,2024-2025,21,es ESP,Sevilla,es La Liga,1.3,0.4,0.3,0.8,0.2,0.6,1.3,41.2,0.8,1.3,0,1.3,0.6,1.9,0.4,0,"MF,FW"
1233,Christantus Uche,2024-2025,21,ng NGA,Getafe,es La Liga,1.3,0.8,0.3,0.7,0.3,0.3,0.7,45,0.4,0.7,0.1,0.7,0.4,1.6,0.7,0,"FW,MF"
1234,Juan Miranda,2024-2025,24,es ESP,Bologna,it Serie A,1.3,0.7,0.4,0.6,0.3,0.6,1.3,42.4,0.8,0.8,0.1,0.7,0.9,2.2,2,0,DF
1235,BenjamÌn DomÌnguez,2024-2025,20,ar ARG,Bologna,it Serie A,1.3,0.5,0.1,0.8,0.4,0.4,1.4,30,1,1.1,0.1,1,0.3,1.5,0.5,0,FW
1236,Leroy SanÈ,2024-2025,28,de GER,Bayern Munich,de Bundesliga,1.3,0.8,0.2,0.4,0.6,0.7,1.3,52.2,0.6,0.4,0,0.4,0.4,1.6,0.2,0,FW
1237,Wes Burns,2024-2025,29,wls WAL,Ipswich Town,eng Premier League,1.3,1.1,0.1,0.9,0.3,0.4,1,40,0.6,0.7,0.2,0.5,1,2.2,1.3,0.2,"FW,DF"
1238,Yeray ¡lvarez,2024-2025,29,es ESP,Athletic Club,es La Liga,1.3,0.7,0.7,0.5,0.1,0.8,1.1,68.2,0.4,0.5,0.3,0.2,1.7,3,6.5,0.1,DF
1239,Ra˙l JimÈnez,2024-2025,33,mx MEX,Fulham,eng Premier League,1.3,0.9,0.3,0.6,0.3,0.3,0.8,36.4,0.5,0.8,0.2,0.6,0.4,1.6,0.8,0.1,FW
1240,Nico Williams,2024-2025,22,es ESP,Athletic Club,es La Liga,1.3,0.8,0.5,0.5,0.3,0.5,1.4,34.4,0.9,0.9,0,0.9,0.3,1.6,0.4,0,FW
1241,Giuliano Simeone,2024-2025,21,ar ARG,AtlÈtico Madrid,es La Liga,1.3,0.6,0.3,0.5,0.5,0.7,1.4,50,0.7,1,0.1,0.9,0.7,1.9,1,0,MF
1242,Mamadou Diakhon,2024-2025,18,fr FRA,Reims,fr Ligue 1,1.3,0.8,0.4,0.3,0.5,0.9,1.9,50,0.9,0.5,0.1,0.4,0.4,1.7,0.5,0,"FW,MF"
1243,Karim Adeyemi,2024-2025,22,de GER,Dortmund,de Bundesliga,1.3,0.9,0.4,0.4,0.5,0.5,1.3,40,0.8,0.9,0.1,0.8,0.4,1.7,0.3,0,"FW,MF"
1244,Luka Su?i?,2024-2025,21,hr CRO,Real Sociedad,es La Liga,1.3,0.9,0.4,0.6,0.3,0.5,1.3,38.5,0.8,1.5,0.1,1.4,0.8,2,0.8,0.1,MF
1245,Leandro Cabrera,2024-2025,33,uy URU,Espanyol,es La Liga,1.3,0.7,0.9,0.3,0.1,0.6,1,57.6,0.4,1.1,0.8,0.3,0.9,2.2,6.2,0.1,DF
1246,”scar Mingueza,2024-2025,25,es ESP,Celta Vigo,es La Liga,1.3,0.8,0.7,0.4,0.2,0.9,2.3,37.7,1.4,1.2,0.2,1,0.7,2,1.5,0.2,"MF,DF"
1247,Munir El Haddadi,2024-2025,28,ma MAR,LeganÈs,es La Liga,1.3,0.9,0.5,0.4,0.3,0.3,1.3,25,0.9,0.8,0.1,0.7,0.1,1.4,0.1,0.1,"FW,MF"
1248,Gabriel Osho,2024-2025,25,ng NGA,Auxerre,fr Ligue 1,1.3,0.8,0.9,0.2,0.2,0.7,1.1,65,0.4,1.7,1,0.7,0.7,1.9,4.7,0,DF
1249,Lorenzo Colombo,2024-2025,22,it ITA,Empoli,it Serie A,1.2,0.6,0.3,0.6,0.3,0.3,0.8,33.3,0.6,1.3,0.1,1.2,0.1,1.3,0.6,0,"FW,MF"
1250,Davide Frattesi,2024-2025,24,it ITA,Inter,it Serie A,1.2,0.6,0.4,0.7,0.1,0.7,1.3,55.6,0.6,0.9,0.3,0.6,0.4,1.6,1,0.1,MF
1251,Arne Maier,2024-2025,25,de GER,Augsburg,de Bundesliga,1.2,0.7,0.4,0.8,0.1,0.7,1.2,53.8,0.6,1.4,0.1,1.3,0.6,1.8,1.3,0.1,MF
1252,Quentin Merlin,2024-2025,22,fr FRA,Marseille,fr Ligue 1,1.2,1,0.7,0.3,0.3,0.5,0.9,56.3,0.4,1.1,0.2,0.9,0.8,2,1,0.1,DF
1253,Malick Fofana,2024-2025,19,be BEL,Lyon,fr Ligue 1,1.2,0.6,0.5,0.6,0.2,0.5,1,47.1,0.5,0.7,0,0.7,0.5,1.7,0.3,0,FW
1254,Florian Lejeune,2024-2025,33,fr FRA,Rayo Vallecano,es La Liga,1.2,0.8,0.8,0.4,0.1,0.6,1.2,53.5,0.5,1,0.9,0.2,1.1,2.4,4.9,0,DF
1255,Nhoa Sangui,2024-2025,18,fr FRA,Reims,fr Ligue 1,1.2,0.7,0.5,0.5,0.3,0.7,0.9,75,0.2,0.6,0.3,0.3,0.6,1.9,1.8,0,"DF,MF"
1256,Morgan Rogers,2024-2025,22,eng ENG,Aston Villa,eng Premier League,1.2,0.6,0.4,0.4,0.4,0.7,1.4,51.1,0.7,0.8,0.2,0.5,0.2,1.4,0.6,0.1,"FW,MF"
1257,Jarrod Bowen,2024-2025,27,eng ENG,West Ham,eng Premier League,1.2,0.8,0.4,0.4,0.5,0.6,1.2,47.5,0.6,0.7,0.1,0.5,0.5,1.7,0.8,0,"FW,MF"
1258,Aritz Elustondo,2024-2025,30,es ESP,Real Sociedad,es La Liga,1.2,0.7,0.9,0.2,0.1,0.7,1.2,57.9,0.5,1.1,0.7,0.3,0.7,1.9,5.9,0,DF
1259,Nicol·s Gonz·lez,2024-2025,26,ar ARG,Juventus,it Serie A,1.2,0.7,0.5,0.5,0.3,0.5,1.3,36,0.8,0.8,0.2,0.6,0.5,1.7,1.9,0.1,"FW,MF"
1260,Ayoze PÈrez,2024-2025,31,es ESP,Villarreal,es La Liga,1.2,0.6,0.2,0.8,0.2,0.3,1.1,25,0.8,0.8,0,0.8,0.4,1.6,0.7,0,FW
1261,Adam Maruöi?,2024-2025,31,me MNE,Lazio,it Serie A,1.2,0.8,0.7,0.5,0.1,0.7,1.2,60,0.5,0.7,0.3,0.4,0.6,1.8,2.3,0,DF
1262,ClÈment Lenglet,2024-2025,29,fr FRA,AtlÈtico Madrid,es La Liga,1.2,0.8,0.9,0.4,0,0.5,0.7,73.3,0.2,1.1,0.8,0.3,1,2.2,4.7,0,DF
1263,¡lex Berenguer,2024-2025,29,es ESP,Athletic Club,es La Liga,1.2,0.6,0.2,0.6,0.4,0.5,1.2,45.2,0.7,0.9,0.1,0.8,0.4,1.6,0.7,0,"FW,MF"
1264,Luca Ranieri,2024-2025,25,it ITA,Fiorentina,it Serie A,1.2,0.7,0.8,0.4,0.1,0.6,0.7,80,0.1,1.4,0.9,0.4,0.8,2.1,4.5,0,DF
1265,Moritz Broschinski,2024-2025,23,de GER,Bochum,de Bundesliga,1.2,0.9,0.4,0.4,0.5,0.4,1,40,0.6,1.2,0,1.2,0.1,1.3,1.2,0,"FW,MF"
1266,Mathieu Cafaro,2024-2025,27,fr FRA,Saint-…tienne,fr Ligue 1,1.2,0.9,0.5,0.5,0.2,0.5,1.8,26.7,1.4,0.9,0.1,0.7,0.9,2.1,0.4,0,"MF,FW"
1267,Alejandro Garnacho,2024-2025,20,ar ARG,Manchester Utd,eng Premier League,1.2,0.7,0.5,0.2,0.5,0.5,1.5,32.4,1,0.8,0,0.8,0.5,1.8,0.5,0.1,"MF,FW"
1268,Anrie Chase,2024-2025,20,jp JPN,Stuttgart,de Bundesliga,1.2,0.5,0.7,0.5,0,0.6,0.9,71.4,0.2,1.2,0.7,0.5,1.1,2.3,4.3,0,DF
1269,Florian Wirtz,2024-2025,21,de GER,Leverkusen,de Bundesliga,1.2,0.8,0.4,0.5,0.4,0.3,0.8,40.9,0.5,1.2,0.1,1.1,0.4,1.6,0.2,0,"MF,FW"
1270,Javier Manquillo,2024-2025,30,es ESP,Celta Vigo,es La Liga,1.2,0.9,0.7,0.5,0,0.3,1.7,20,1.4,0.9,0.5,0.3,1.2,2.4,2.4,0,DF
1271,Angel Gomes,2024-2025,23,eng ENG,Lille,fr Ligue 1,1.2,0.7,0.5,0.5,0.2,0.2,1.5,16.7,1.2,0,0,0,0,1.2,0.2,0,MF
1272,FodÈ Ballo-TourÈ,2024-2025,27,sn SEN,Le Havre,fr Ligue 1,1.2,1.1,0.5,0.6,0.2,0.8,1.4,55.6,0.6,1.2,0.5,0.8,0.6,1.8,4.1,0,"DF,MF"
1273,Omar Mascarell,2024-2025,31,gq EQG,Mallorca,es La Liga,1.2,0.6,0.6,0.6,0,0.6,1.6,40,0.9,1.5,0.9,0.5,2.2,3.4,2.7,0.1,MF
1274,Abdukodir Khusanov,2024-2025,20,uz UZB,2 Teams,2 Comps,1.2,0.9,0.8,0.4,0.1,0.5,0.9,64.3,0.3,1.3,0.9,0.4,1.8,3,5.2,0.1,DF
1275,Kevin Danso,2024-2025,25,at AUT,2 Teams,2 Comps,1.2,0.6,0.7,0.4,0.1,0.8,1.3,66.7,0.4,1.9,1.5,0.3,1.2,2.4,6.2,0.1,DF
