,,,,,,,,Playing Time,,,,,,Performance,,,,,,,Total,,,,,,,,,,Short,,,Medium,,,Long,,,
1180,David Brooks,29.1,2024-2025,27,wls WAL,Bournemouth,eng Premier League,29,960,10.7,9,20,7,0.2,0,0.2,0.2,0,0,0,29.1,38.5,75.4,1.9,2.1,1.7,0.6,3.3,449.5,134,16.5,19.2,85.9,9.5,12.2,77.7,2.3,4.4,51.1,"FW,MF"
1181,Ryan Yates,29,2024-2025,26,eng ENG,Nott'ham Forest,eng Premier League,35,1915,21.3,18,17,2,0.1,0,0.1,0.1,0,0,0,29,35.6,81.5,0.8,2.3,0.2,0,2.5,431.1,97,15.2,17.4,87.6,10.6,12.4,85.6,1.5,2.6,57.1,MF
1182,Álex Moreno,29,2024-2025,31,es ESP,Nott'ham Forest,eng Premier League,15,955,10.6,11,4,12,0,0.1,0.1,0,0,0,0,29,40.3,72,0.8,2.4,0.8,0.2,3.2,431.1,180.1,17.3,19.8,87.6,9,13.9,64.2,1.3,3.8,35,"DF,MF"
1183,Samuele Birindelli,28.8,2024-2025,25,it ITA,Monza,it Serie A,21,1468,16.3,18,3,3,0.2,0,0.2,0.2,0,0,0,28.8,38.1,75.7,1.1,1.5,1.3,0.7,2.1,467.8,120.1,15.1,17.3,87.2,11.2,14.7,76.2,2.3,4.2,54.4,"DF,MF"
1184,Vitaliy Mykolenko,28.8,2024-2025,25,ua UKR,Everton,eng Premier League,35,3082,34.2,35,0,0,0,0.1,0.1,0,0,0,0,28.8,38.6,74.6,0.7,3,1.2,0.7,3.2,481,192.1,14.9,16.7,89.3,10.8,14.6,73.8,2.5,5.6,45.1,DF
1185,Bukayo Saka,28.7,2024-2025,22,eng ENG,Arsenal,eng Premier League,25,1729,19.2,20,5,0,0.3,0.5,0.8,0.3,0.1,0.1,0,28.7,38.1,75.5,3,0.8,2,0.6,3.6,437.7,129.5,17.4,19.3,90,8,11.1,72,2.3,4.8,48.9,"FW,MF"
1186,Lorenzo Pellegrini,28.7,2024-2025,28,it ITA,Roma,it Serie A,25,1626,18.1,20,5,10,0.1,0.1,0.2,0.1,0.1,0.1,0,28.7,36.1,79.5,1.5,1.9,1.1,0,3.4,463.2,103.2,13.5,15.4,87.5,11.3,13.3,84.6,2.3,4.7,49.4,MF
1187,Faustino Anjorin,28.7,2024-2025,22,eng ENG,Empoli,it Serie A,22,1114,12.4,14,8,0,0.2,0.2,0.4,0.2,0,0,0,28.7,35.6,80.5,1.4,3.6,1.1,0.1,4.4,504.7,174.3,13,15.2,85.6,12.8,14.2,89.8,2.3,4.4,51.9,MF
1188,Francisco Conceição,28.7,2024-2025,21,pt POR,Juventus,it Serie A,26,1340,14.9,12,14,2,0.2,0.2,0.4,0.2,0,0,0,28.7,36.6,78.3,1.9,1.1,1.3,0.7,2.4,472.3,75.4,14.8,17.6,84,11.2,12.8,87.9,2,3.8,53.6,"FW,MF"
1189,Valentin Atangana Edoa,28.6,2024-2025,18,fr FRA,Reims,fr Ligue 1,34,2854,31.7,33,1,0,0,0,0,0,0,0,0,28.6,33.3,86,0.4,2.1,0.3,0,2.9,430.4,117,15.4,16.8,91.9,11.8,13.1,89.7,0.7,1.5,46.9,MF
1190,Cesare Casadei,28.6,2024-2025,21,it ITA,2 Teams,2 Comps,15,1017,11.3,13,2,4,0.1,0.1,0.2,0.1,0,0,0,28.6,35.9,79.6,0.6,3.1,0.5,0.1,3.2,472.4,95.8,13.3,16.8,78.9,12,14.2,84.5,2.3,3.2,72.2,MF
1191,Keane Lewis-Potter,28.6,2024-2025,23,eng ENG,Brentford,eng Premier League,38,3093,34.4,36,2,0,0,0.1,0.1,0,0,0,0,28.6,37,77.1,0.8,2,1.4,0.5,2.9,474.6,146.2,15.5,17.2,90,9.7,12.4,78.6,2.6,5.3,48.6,"DF,FW"
1192,Raheem Sterling,28.5,2024-2025,29,eng ENG,Arsenal,eng Premier League,17,499,5.5,7,10,12,0,0.4,0.4,0,0,0,0,28.5,36.3,78.6,1.4,0.7,1.6,0.4,3.2,364.7,72.7,18.6,21.1,88,7.8,10.3,75.4,0.5,0.7,75,"FW,MF"
1193,Dennis Man,28.5,2024-2025,25,ro ROU,Parma,it Serie A,33,1995,22.2,23,10,2,0.2,0.2,0.4,0.2,0,0,0,28.5,35.8,79.6,2,2.1,1.1,0.2,2.7,402.5,101.6,17.9,20.9,85.6,7.5,9,83.5,1.8,3,59.1,"FW,MF"
1194,Matteo Prati,28.4,2024-2025,20,it ITA,Cagliari,it Serie A,12,570,6.3,8,4,24,0,0,0,0,0,0,0,28.4,39.5,72,0.9,3.2,0.6,0.2,3.6,561.5,163.3,10.3,12.6,81.3,13.7,16.6,82.9,4.1,9.3,44.1,MF
1195,Allan Nyom,28.4,2024-2025,36,cm CMR,Getafe,es La Liga,20,887,9.9,10,10,2,0.1,0.2,0.3,0.1,0,0,0,28.4,35.7,79.5,0.5,2.3,0.5,0.4,2.2,459.6,168.2,14.4,15.6,92.2,11.7,14.2,82.1,1.7,4.8,36.2,"DF,MF"
1196,Tyrick Mitchell,28.4,2024-2025,24,eng ENG,Crystal Palace,eng Premier League,37,3092,34.4,37,0,1,0,0.1,0.1,0,0,0,0,28.4,39.4,72,1.2,1.5,1,0.5,2,456.6,174.2,14.8,17.5,84.8,11.1,14.9,74.8,1.8,4.3,41.5,DF
1197,Antonino Gallo,28.4,2024-2025,24,it ITA,Lecce,it Serie A,31,2609,29,31,0,1,0,0.1,0.1,0,0,0,0,28.4,42.8,66.2,1.5,2.7,1,0.8,3.7,539.6,238.9,10.9,12.9,84.5,13.5,19,71.1,3.6,9,39.7,DF
1198,Callum Hudson-Odoi,28.3,2024-2025,23,eng ENG,Nott'ham Forest,eng Premier League,31,2194,24.4,25,6,1,0.2,0.1,0.3,0.2,0,0,0,28.3,34.6,82,1.8,1.6,1.4,0.5,2.9,420.1,85.1,16.4,17.9,91.8,8.9,10.9,82,1.8,3.6,50.6,"FW,MF"
1199,Robin Hack,28.3,2024-2025,25,de GER,Gladbach,de Bundesliga,33,2172,24.1,27,6,1,0.2,0.3,0.5,0.2,0,0,0,28.3,37.2,76.2,1.3,2.2,1.4,0.5,3.9,440.9,131.5,15.9,18.2,87.5,8.7,10.8,80.8,2.5,4.8,51.3,"FW,MF"
1200,John McGinn,28.3,2024-2025,29,sct SCO,Aston Villa,eng Premier League,34,2223,24.7,27,7,0,0,0.2,0.2,0,0,0,0,28.3,34.6,81.9,1.3,2.8,1.2,0.3,4.2,478,131.3,13.6,14.9,91.6,11.5,13.4,85.8,2.6,4.5,57.7,"MF,FW"
